timestamp,satellite,id,latitude,longitude,height_km
1737766443.035964,Starlink-550 0,0,-19.1289,-157.7424,514.12
1737766443.035964,Starlink-550 1,1,-31.3484,-145.6456,518.51
1737766443.035964,Starlink-550 2,2,-42.086,-130.2131,522.88
1737766443.035964,Starlink-550 3,3,-49.9951,-109.5603,526.1
1737766443.035964,Starlink-550 4,4,-53.148,-83.7213,527.34
1737766443.035964,Starlink-550 5,5,-50.3789,-57.6594,526.26
1737766443.035964,Starlink-550 6,6,-42.7266,-36.6113,523.15
1737766443.035964,Starlink-550 7,7,-32.1291,-20.8837,518.83
1737766443.035964,Starlink-550 8,8,-19.9803,-8.6195,514.4
1737766443.035964,Starlink-550 9,9,-7.0853,1.8471,510.94
1737766443.035964,Starlink-550 10,10,6.0459,11.7443,509.16
1737766443.035964,Starlink-550 11,11,18.9881,22.1353,509.24
1737766443.035964,Starlink-550 12,12,31.2405,34.2297,510.75
1737766443.035964,Starlink-550 13,13,42.0219,49.6683,512.87
1737766443.035964,Starlink-550 14,14,49.9745,70.3558,514.66
1737766443.035964,Starlink-550 15,15,53.1483,96.2753,515.38
1737766443.035964,Starlink-550 16,16,50.3608,122.4201,514.75
1737766443.035964,Starlink-550 17,17,42.6657,143.506,513.01
1737766443.035964,Starlink-550 18,18,32.0239,159.2408,510.88
1737766443.035964,Starlink-550 19,19,19.8413,171.503,509.29
1737766443.035964,Starlink-550 20,20,6.928,-178.0328,509.1
1737766443.035964,Starlink-550 21,21,-6.2038,-168.1356,510.75
1737766443.035964,Starlink-550 22,22,-25.3658,-146.9965,516.25
1737766443.035964,Starlink-550 23,23,-36.9697,-133.4684,520.77
1737766443.035964,Starlink-550 24,24,-46.5074,-115.6299,524.7
1737766443.035964,Starlink-550 25,25,-52.2842,-92.0942,527.0
1737766443.035964,Starlink-550 26,26,-52.4874,-65.2857,527.08
1737766443.035964,Starlink-550 27,27,-47.0372,-41.3889,524.92
1737766443.035964,Starlink-550 28,28,-37.6916,-23.1909,521.07
1737766443.035964,Starlink-550 29,29,-26.1882,-9.4352,516.55
1737766443.035964,Starlink-550 30,30,-13.5902,1.7542,512.49
1737766443.035964,Starlink-550 31,31,-0.5226,11.8002,509.81
1737766443.035964,Starlink-550 32,32,12.5682,21.8096,508.98
1737766443.035964,Starlink-550 33,33,25.2397,32.8796,509.86
1737766443.035964,Starlink-550 34,34,36.8828,46.408,511.79
1737766443.035964,Starlink-550 35,35,46.4663,64.2635,513.86
1737766443.035964,Starlink-550 36,36,52.2785,87.8574,515.19
1737766443.035964,Starlink-550 37,37,52.4831,114.7566,515.23
1737766443.035964,Starlink-550 38,38,46.9991,138.715,513.98
1737766443.035964,Starlink-550 39,39,37.6078,156.9321,511.93
1737766443.035964,Starlink-550 40,40,26.0644,170.6887,509.96
1737766443.035964,Starlink-550 41,41,13.4399,-178.1247,508.98
1737766443.035964,Starlink-550 42,42,0.3627,-168.08,509.69
1737766443.035964,Starlink-550 43,43,-12.7197,-158.0694,512.25
1737766443.035964,Starlink-550 44,44,-19.1289,-147.7424,514.12
1737766443.035964,Starlink-550 45,45,-31.3484,-135.6456,518.51
1737766443.035964,Starlink-550 46,46,-42.086,-120.2131,522.88
1737766443.035964,Starlink-550 47,47,-49.9951,-99.5603,526.1
1737766443.035964,Starlink-550 48,48,-53.148,-73.7213,527.34
1737766443.035964,Starlink-550 49,49,-50.3789,-47.6594,526.26
1737766443.035964,Starlink-550 50,50,-42.7266,-26.6113,523.15
1737766443.035964,Starlink-550 51,51,-32.1291,-10.8837,518.83
1737766443.035964,Starlink-550 52,52,-19.9803,1.3805,514.4
1737766443.035964,Starlink-550 53,53,-7.0853,11.8471,510.94
1737766443.035964,Starlink-550 54,54,6.0459,21.7443,509.16
1737766443.035964,Starlink-550 55,55,18.9881,32.1353,509.24
1737766443.035964,Starlink-550 56,56,31.2405,44.2297,510.75
1737766443.035964,Starlink-550 57,57,42.0219,59.6683,512.87
1737766443.035964,Starlink-550 58,58,49.9745,80.3558,514.66
1737766443.035964,Starlink-550 59,59,53.1483,106.2753,515.38
1737766443.035964,Starlink-550 60,60,50.3608,132.4201,514.75
1737766443.035964,Starlink-550 61,61,42.6657,153.506,513.01
1737766443.035964,Starlink-550 62,62,32.0239,169.2408,510.88
1737766443.035964,Starlink-550 63,63,19.8413,-178.497,509.29
1737766443.035964,Starlink-550 64,64,6.928,-168.0328,509.1
1737766443.035964,Starlink-550 65,65,-6.2038,-158.1356,510.75
1737766443.035964,Starlink-550 66,66,-25.3658,-136.9965,516.25
1737766443.035964,Starlink-550 67,67,-36.9697,-123.4684,520.77
1737766443.035964,Starlink-550 68,68,-46.5074,-105.6299,524.7
1737766443.035964,Starlink-550 69,69,-52.2842,-82.0942,527.0
1737766443.035964,Starlink-550 70,70,-52.4874,-55.2857,527.08
1737766443.035964,Starlink-550 71,71,-47.0372,-31.3889,524.92
1737766443.035964,Starlink-550 72,72,-37.6916,-13.1909,521.07
1737766443.035964,Starlink-550 73,73,-26.1882,0.5648,516.55
1737766443.035964,Starlink-550 74,74,-13.5902,11.7542,512.49
1737766443.035964,Starlink-550 75,75,-0.5226,21.8002,509.81
1737766443.035964,Starlink-550 76,76,12.5682,31.8096,508.98
1737766443.035964,Starlink-550 77,77,25.2397,42.8796,509.86
1737766443.035964,Starlink-550 78,78,36.8828,56.408,511.79
1737766443.035964,Starlink-550 79,79,46.4663,74.2635,513.86
1737766443.035964,Starlink-550 80,80,52.2785,97.8574,515.19
1737766443.035964,Starlink-550 81,81,52.4831,124.7566,515.23
1737766443.035964,Starlink-550 82,82,46.9991,148.715,513.98
1737766443.035964,Starlink-550 83,83,37.6078,166.9321,511.93
1737766443.035964,Starlink-550 84,84,26.0644,-179.3113,509.96
1737766443.035964,Starlink-550 85,85,13.4399,-168.1247,508.98
1737766443.035964,Starlink-550 86,86,0.3627,-158.08,509.69
1737766443.035964,Starlink-550 87,87,-12.7197,-148.0694,512.25
1737766443.035964,Starlink-550 88,88,-19.1289,-137.7424,514.12
1737766443.035964,Starlink-550 89,89,-31.3484,-125.6456,518.51
1737766443.035964,Starlink-550 90,90,-42.086,-110.2131,522.88
1737766443.035964,Starlink-550 91,91,-49.9951,-89.5603,526.1
1737766443.035964,Starlink-550 92,92,-53.148,-63.7213,527.34
1737766443.035964,Starlink-550 93,93,-50.3789,-37.6594,526.26
1737766443.035964,Starlink-550 94,94,-42.7266,-16.6113,523.15
1737766443.035964,Starlink-550 95,95,-32.1291,-0.8837,518.83
1737766443.035964,Starlink-550 96,96,-19.9803,11.3805,514.4
1737766443.035964,Starlink-550 97,97,-7.0853,21.8471,510.94
1737766443.035964,Starlink-550 98,98,6.0459,31.7443,509.16
1737766443.035964,Starlink-550 99,99,18.9881,42.1353,509.24
1737766443.035964,Starlink-550 100,100,31.2405,54.2297,510.75
1737766443.035964,Starlink-550 101,101,42.0219,69.6683,512.87
1737766443.035964,Starlink-550 102,102,49.9745,90.3558,514.66
1737766443.035964,Starlink-550 103,103,53.1483,116.2753,515.38
1737766443.035964,Starlink-550 104,104,50.3608,142.4201,514.75
1737766443.035964,Starlink-550 105,105,42.6657,163.506,513.01
1737766443.035964,Starlink-550 106,106,32.0239,179.2408,510.88
1737766443.035964,Starlink-550 107,107,19.8413,-168.497,509.29
1737766443.035964,Starlink-550 108,108,6.928,-158.0328,509.1
1737766443.035964,Starlink-550 109,109,-6.2038,-148.1356,510.75
1737766443.035964,Starlink-550 110,110,-25.3658,-126.9965,516.25
1737766443.035964,Starlink-550 111,111,-36.9697,-113.4684,520.77
1737766443.035964,Starlink-550 112,112,-46.5074,-95.6299,524.7
1737766443.035964,Starlink-550 113,113,-52.2842,-72.0942,527.0
1737766443.035964,Starlink-550 114,114,-52.4874,-45.2857,527.08
1737766443.035964,Starlink-550 115,115,-47.0372,-21.3889,524.92
1737766443.035964,Starlink-550 116,116,-37.6916,-3.1909,521.07
1737766443.035964,Starlink-550 117,117,-26.1882,10.5648,516.55
1737766443.035964,Starlink-550 118,118,-13.5902,21.7542,512.49
1737766443.035964,Starlink-550 119,119,-0.5226,31.8002,509.81
1737766443.035964,Starlink-550 120,120,12.5682,41.8096,508.98
1737766443.035964,Starlink-550 121,121,25.2397,52.8796,509.86
1737766443.035964,Starlink-550 122,122,36.8828,66.408,511.79
1737766443.035964,Starlink-550 123,123,46.4663,84.2635,513.86
1737766443.035964,Starlink-550 124,124,52.2785,107.8574,515.19
1737766443.035964,Starlink-550 125,125,52.4831,134.7566,515.23
1737766443.035964,Starlink-550 126,126,46.9991,158.715,513.98
1737766443.035964,Starlink-550 127,127,37.6078,176.9321,511.93
1737766443.035964,Starlink-550 128,128,26.0644,-169.3113,509.96
1737766443.035964,Starlink-550 129,129,13.4399,-158.1247,508.98
1737766443.035964,Starlink-550 130,130,0.3627,-148.08,509.69
1737766443.035964,Starlink-550 131,131,-12.7197,-138.0694,512.25
1737766443.035964,Starlink-550 132,132,-19.1289,-127.7424,514.12
1737766443.035964,Starlink-550 133,133,-31.3484,-115.6456,518.51
1737766443.035964,Starlink-550 134,134,-42.086,-100.2131,522.88
1737766443.035964,Starlink-550 135,135,-49.9951,-79.5603,526.1
1737766443.035964,Starlink-550 136,136,-53.148,-53.7213,527.34
1737766443.035964,Starlink-550 137,137,-50.3789,-27.6594,526.26
1737766443.035964,Starlink-550 138,138,-42.7266,-6.6113,523.15
1737766443.035964,Starlink-550 139,139,-32.1291,9.1163,518.83
1737766443.035964,Starlink-550 140,140,-19.9803,21.3805,514.4
1737766443.035964,Starlink-550 141,141,-7.0853,31.8471,510.94
1737766443.035964,Starlink-550 142,142,6.0459,41.7443,509.16
1737766443.035964,Starlink-550 143,143,18.9881,52.1353,509.24
1737766443.035964,Starlink-550 144,144,31.2405,64.2297,510.75
1737766443.035964,Starlink-550 145,145,42.0219,79.6683,512.87
1737766443.035964,Starlink-550 146,146,49.9745,100.3558,514.66
1737766443.035964,Starlink-550 147,147,53.1483,126.2753,515.38
1737766443.035964,Starlink-550 148,148,50.3608,152.4201,514.75
1737766443.035964,Starlink-550 149,149,42.6657,173.506,513.01
1737766443.035964,Starlink-550 150,150,32.0239,-170.7592,510.88
1737766443.035964,Starlink-550 151,151,19.8413,-158.497,509.29
1737766443.035964,Starlink-550 152,152,6.928,-148.0328,509.1
1737766443.035964,Starlink-550 153,153,-6.2038,-138.1356,510.75
1737766443.035964,Starlink-550 154,154,-25.3658,-116.9965,516.25
1737766443.035964,Starlink-550 155,155,-36.9697,-103.4684,520.77
1737766443.035964,Starlink-550 156,156,-46.5074,-85.6299,524.7
1737766443.035964,Starlink-550 157,157,-52.2842,-62.0942,527.0
1737766443.035964,Starlink-550 158,158,-52.4874,-35.2857,527.08
1737766443.035964,Starlink-550 159,159,-47.0372,-11.3889,524.92
1737766443.035964,Starlink-550 160,160,-37.6916,6.8091,521.07
1737766443.035964,Starlink-550 161,161,-26.1882,20.5648,516.55
1737766443.035964,Starlink-550 162,162,-13.5902,31.7542,512.49
1737766443.035964,Starlink-550 163,163,-0.5226,41.8002,509.81
1737766443.035964,Starlink-550 164,164,12.5682,51.8096,508.98
1737766443.035964,Starlink-550 165,165,25.2397,62.8796,509.86
1737766443.035964,Starlink-550 166,166,36.8828,76.408,511.79
1737766443.035964,Starlink-550 167,167,46.4663,94.2635,513.86
1737766443.035964,Starlink-550 168,168,52.2785,117.8574,515.19
1737766443.035964,Starlink-550 169,169,52.4831,144.7566,515.23
1737766443.035964,Starlink-550 170,170,46.9991,168.715,513.98
1737766443.035964,Starlink-550 171,171,37.6078,-173.0679,511.93
