source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021457,0.026821,True,0.027341,0.000520,2.000000,4.000000,6432607.661860,8196507.431611,5.999063
10028,10010,city,1.500000,0.021457,0.032185,True,0.031598,-0.000587,5.000000,3.000000,6432607.661860,9472901.616747,6.204426
10028,10010,city,2.000000,0.021457,0.042914,True,0.047090,0.004176,6.000000,6.000000,6432607.661860,14117121.146998,6.113270
10064,10028,city,1.250000,0.039694,0.049617,True,0.050659,0.001042,1.000000,8.000000,11899816.416405,15187073.019481,5.370062
10064,10028,city,1.500000,0.039694,0.059540,True,0.059513,-0.000027,5.000000,7.000000,11899816.416405,17841637.279247,5.448569
10064,10028,city,2.000000,0.039694,0.079387,True,0.072814,-0.006574,4.000000,10.000000,11899816.416405,21828939.129216,5.516468
10025,10035,city,1.250000,0.059165,0.073956,True,0.074322,0.000366,2.000000,14.000000,17737276.890102,22281245.144105,6.094375
10025,10035,city,1.500000,0.059165,0.088748,True,0.088086,-0.000661,3.000000,17.000000,17737276.890102,26407637.899342,6.002380
10025,10035,city,2.000000,0.059165,0.118330,True,0.113928,-0.004403,5.000000,20.000000,17737276.890102,34154715.102485,6.602722
10179,10001,city,1.250000,0.055817,0.069771,True,0.070841,0.001069,4.000000,12.000000,16733515.278692,21237506.661340,4.620579
10179,10001,city,1.500000,0.055817,0.083725,True,0.084209,0.000483,5.000000,13.000000,16733515.278692,25245093.194630,4.246878
10179,10001,city,2.000000,0.055817,0.111634,True,0.106793,-0.004841,8.000000,14.000000,16733515.278692,32015700.468873,4.229957
10883,10255,city,1.250000,0.052195,0.065244,False,,,,,15647675.747070,,1.313538
10883,10255,city,1.500000,0.052195,0.078293,False,,,,,15647675.747070,,1.325017
10883,10255,city,2.000000,0.052195,0.104390,False,,,,,15647675.747070,,1.434689
10300,10065,city,1.250000,0.008196,0.010245,True,0.016546,0.006301,2.000000,1.000000,2457046.230127,4960446.824368,1.981339
10300,10065,city,1.500000,0.008196,0.012294,True,0.016546,0.004253,2.000000,1.000000,2457046.230127,4960446.824368,1.856847
10300,10065,city,2.000000,0.008196,0.016392,True,0.016546,0.000155,2.000000,1.000000,2457046.230127,4960446.824368,1.802300
