source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021251,0.026564,True,0.027200,0.000636,2,4,6371013.911421,8154462.848237,6.602811
10028,10010,city,1.500000,0.021251,0.031877,True,0.031458,-0.000420,5,3,6371013.911421,9430753.923177,6.231201
10028,10010,city,2.000000,0.021251,0.042503,True,0.040526,-0.001977,4,6,6371013.911421,12149321.407141,6.200152
10064,10028,city,1.250000,0.039590,0.049488,True,0.050634,0.001146,1,8,11868890.403577,15179754.314212,2.729398
10064,10028,city,1.500000,0.039590,0.059386,True,0.059499,0.000114,4,8,11868890.403577,17837396.562633,2.765635
10064,10028,city,2.000000,0.039590,0.079181,True,0.071175,-0.008006,4,9,11868890.403577,21337614.535765,2.689274
10025,10035,city,1.250000,0.059185,0.073981,True,0.073572,-0.000409,7,9,17743087.693392,22056249.305805,5.979477
10025,10035,city,1.500000,0.059185,0.088777,True,0.088347,-0.000429,4,16,17743087.693392,26485905.428357,5.816605
10025,10035,city,2.000000,0.059185,0.118369,True,0.105942,-0.012427,9,15,17743087.693392,31760588.915623,6.041810
10179,10001,city,1.250000,0.055665,0.069581,True,0.070541,0.000960,1,15,16687891.413630,21147591.980408,2.298536
10179,10001,city,1.500000,0.055665,0.083497,True,0.083822,0.000325,2,16,16687891.413630,25129343.643879,2.385075
10179,10001,city,2.000000,0.055665,0.111330,True,0.097230,-0.014099,3,19,16687891.413630,29148865.254364,2.759934
10883,10255,city,1.250000,0.051825,0.064781,True,0.081206,0.016425,2,12,15536786.328473,24345039.702983,2.725480
10883,10255,city,1.500000,0.051825,0.077738,True,0.081206,0.003469,2,12,15536786.328473,24345039.702983,2.449970
10883,10255,city,2.000000,0.051825,0.103650,True,0.106383,0.002732,3,16,15536786.328473,31892755.435790,2.304754
10300,10065,city,1.250000,0.008282,0.010352,True,0.016323,0.005970,2,1,2482772.935037,4893365.389187,1.808670
10300,10065,city,1.500000,0.008282,0.012422,True,0.016323,0.003900,2,1,2482772.935037,4893365.389187,1.910446
10300,10065,city,2.000000,0.008282,0.016563,True,0.016323,-0.000241,2,1,2482772.935037,4893365.389187,1.955198
