source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021184,0.026480,True,0.027664,0.001185,2.000000,4.000000,6350691.324432,8293499.933720,4.921388
10028,10010,city,1.500000,0.021184,0.031775,True,0.030525,-0.001250,3.000000,4.000000,6350691.324432,9151285.797005,4.985452
10028,10010,city,2.000000,0.021184,0.042367,True,0.039485,-0.002882,4.000000,5.000000,6350691.324432,11837440.655055,5.187214
10064,10028,city,1.250000,0.040160,0.050200,True,0.051077,0.000877,1.000000,8.000000,12039587.185877,15312459.538613,3.702332
10064,10028,city,1.500000,0.040160,0.060240,True,0.060178,-0.000062,3.000000,9.000000,12039587.185877,18040883.334249,3.681687
10064,10028,city,2.000000,0.040160,0.080319,True,0.060337,-0.019982,2.000000,9.000000,12039587.185877,18088584.993436,3.618691
10025,10035,city,1.250000,0.059382,0.074228,True,0.073739,-0.000488,11.000000,5.000000,17802299.582953,22106476.763156,5.421980
10025,10035,city,1.500000,0.059382,0.089073,True,0.088534,-0.000539,7.000000,13.000000,17802299.582953,26541795.753685,5.499354
10025,10035,city,2.000000,0.059382,0.118764,True,0.097563,-0.021201,8.000000,14.000000,17802299.582953,29248667.117770,5.730089
10179,10001,city,1.250000,0.055670,0.069587,False,,,,,16689332.051401,,1.271876
10179,10001,city,1.500000,0.055670,0.083504,False,,,,,16689332.051401,,1.265625
10179,10001,city,2.000000,0.055670,0.111339,False,,,,,16689332.051401,,1.284833
10883,10255,city,1.250000,0.051766,0.064708,True,0.079797,0.015090,3.000000,10.000000,15519120.510034,23922650.615687,2.385781
10883,10255,city,1.500000,0.051766,0.077649,True,0.079797,0.002148,3.000000,10.000000,15519120.510034,23922650.615687,2.335478
10883,10255,city,2.000000,0.051766,0.103532,True,0.106184,0.002652,5.000000,14.000000,15519120.510034,31833186.138592,2.332016
10300,10065,city,1.250000,0.008905,0.011131,True,0.020224,0.009093,1.000000,3.000000,2669604.018309,6063119.937207,2.096560
10300,10065,city,1.500000,0.008905,0.013357,True,0.020224,0.006867,1.000000,3.000000,2669604.018309,6063119.937207,2.217918
10300,10065,city,2.000000,0.008905,0.017810,True,0.020224,0.002415,1.000000,3.000000,2669604.018309,6063119.937207,2.483165
