source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021449,0.026811,True,0.026467,-0.000344,4,2,6430248.904678,7934638.923145,6.694404
10028,10010,city,1.500000,0.021449,0.032174,True,0.031777,-0.000397,5,2,6430248.904678,9526378.838382,6.691880
10028,10010,city,2.000000,0.021449,0.042898,True,0.038718,-0.004180,5,3,6430248.904678,11607429.177066,6.519229
10064,10028,city,1.250000,0.040380,0.050475,True,0.051384,0.000909,1,8,12105665.794856,15404541.615307,5.471994
10064,10028,city,1.500000,0.040380,0.060570,True,0.060637,0.000067,2,9,12105665.794856,18178435.577854,5.812316
10064,10028,city,2.000000,0.040380,0.080760,True,0.073567,-0.007194,4,10,12105665.794856,22054767.271007,5.562624
10025,10035,city,1.250000,0.060285,0.075356,True,0.070960,-0.004396,7,8,18072879.559247,21273320.920005,3.512556
10025,10035,city,1.500000,0.060285,0.090427,True,0.089503,-0.000924,5,16,18072879.559247,26832314.827203,3.852264
10025,10035,city,2.000000,0.060285,0.120569,True,0.098566,-0.022003,6,17,18072879.559247,29549361.253704,3.515086
10179,10001,city,1.250000,0.056096,0.070120,True,0.071251,0.001131,2,15,16817151.427147,21360452.143223,3.652051
10179,10001,city,1.500000,0.056096,0.084144,True,0.084557,0.000413,3,16,16817151.427147,25349534.721282,3.623324
10179,10001,city,2.000000,0.056096,0.112192,True,0.093618,-0.018574,5,16,16817151.427147,28065823.717675,3.643200
10883,10255,city,1.250000,0.051739,0.064674,True,0.076624,0.011950,6,7,15510990.181826,22971284.412295,2.339417
10883,10255,city,1.500000,0.051739,0.077609,True,0.076624,-0.000985,6,7,15510990.181826,22971284.412295,2.322272
10883,10255,city,2.000000,0.051739,0.103478,True,0.098847,-0.004631,10,9,15510990.181826,29633545.305458,2.368455
10300,10065,city,1.250000,0.006532,0.008165,True,0.008517,0.000351,2,0,1958323.501861,2553197.285452,2.432837
10300,10065,city,1.500000,0.006532,0.009798,True,0.008517,-0.001282,2,0,1958323.501861,2553197.285452,2.489218
10300,10065,city,2.000000,0.006532,0.013065,True,0.016904,0.003839,4,0,1958323.501861,5067553.556265,2.523586
