source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021446,0.026807,True,0.026898,0.000091,2.000000,4.000000,6429263.746350,8063779.686674,6.610245
10028,10010,city,1.500000,0.021446,0.032169,True,0.031090,-0.001078,5.000000,3.000000,6429263.746350,9320687.894250,6.207941
10028,10010,city,2.000000,0.021446,0.042891,True,0.047126,0.004234,6.000000,6.000000,6429263.746350,14127913.801856,6.162376
10064,10028,city,1.250000,0.041207,0.051508,False,,,,,12353411.332627,,1.225162
10064,10028,city,1.500000,0.041207,0.061810,False,,,,,12353411.332627,,1.247111
10064,10028,city,2.000000,0.041207,0.082413,False,,,,,12353411.332627,,1.232692
10025,10035,city,1.250000,0.059375,0.074219,True,0.071038,-0.003181,4.000000,12.000000,17800290.982844,21296664.703293,3.133971
10025,10035,city,1.500000,0.059375,0.089063,True,0.088428,-0.000635,5.000000,15.000000,17800290.982844,26510179.639489,3.130006
10025,10035,city,2.000000,0.059375,0.118751,True,0.097452,-0.021299,6.000000,16.000000,17800290.982844,29215365.680321,3.249943
10179,10001,city,1.250000,0.055981,0.069977,True,0.070752,0.000775,3.000000,13.000000,16782772.377373,21210886.982370,5.483400
10179,10001,city,1.500000,0.055981,0.083972,True,0.083955,-0.000016,4.000000,14.000000,16782772.377373,25169221.538175,5.108435
10179,10001,city,2.000000,0.055981,0.111963,True,0.097363,-0.014599,6.000000,16.000000,16782772.377373,29188744.452940,5.416343
10883,10255,city,1.250000,0.052093,0.065117,True,0.062231,-0.002886,1.000000,11.000000,15617171.553953,18656314.096943,1.753503
10883,10255,city,1.500000,0.052093,0.078140,True,0.075542,-0.002597,3.000000,13.000000,15617171.553953,22647066.242971,1.772887
10883,10255,city,2.000000,0.052093,0.104187,True,0.075542,-0.028644,3.000000,13.000000,15617171.553953,22647066.242971,1.809030
10300,10065,city,1.250000,0.006656,0.008320,True,0.014383,0.006063,1.000000,1.000000,1995489.246536,4311888.290752,2.233467
10300,10065,city,1.500000,0.006656,0.009984,True,0.014383,0.004399,1.000000,1.000000,1995489.246536,4311888.290752,2.486184
10300,10065,city,2.000000,0.006656,0.013312,True,0.014383,0.001070,1.000000,1.000000,1995489.246536,4311888.290752,3.215317
