source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,6.624172023963183,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,6.227427788078785,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,6.309931777883321,
10025,10035,0.05939042319369183,17804800.950897083,0.08908563479053774,True,0.08768187083437702,26286363.579476397,6,14,6.364575884770602,
10025,10035,0.05939042319369183,17804800.950897083,0.11878084638738366,True,0.1139375790280301,34157626.87538239,6,19,6.133585266768932,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,6.281245116144419,
10025,10035,0.05939042319369183,17804800.950897083,0.08908563479053774,True,0.08768187083437702,26286363.579476397,6,14,6.082436449825764,
10025,10035,0.05939042319369183,17804800.950897083,0.11878084638738366,True,0.1139375790280301,34157626.87538239,6,19,6.158474432770163,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,87.8557366640307,
10025,10035,0.05939042319369183,17804800.950897083,0.08908563479053774,True,0.08768187083437702,26286363.579476397,6,14,85.98350345203653,
10025,10035,0.05939042319369183,17804800.950897083,0.11878084638738366,True,0.1139375790280301,34157626.87538239,6,19,83.44892379874364,
10025,10035,0.05939042319369183,17804800.950897083,0.07423802899211479,True,0.07431941400036891,22280399.800290212,3,13,6.111768815200776,
10025,10035,0.05939042319369183,17804800.950897083,0.08908563479053774,True,0.08768187083437702,26286363.579476397,6,14,6.050550362095237,
10025,10035,0.05939042319369183,17804800.950897083,0.11878084638738366,True,0.1139375790280301,34157626.87538239,6,19,6.282300168648362,
