source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021844,0.027304,True,0.027223,-0.000081,4,2,6548534.125366,8161387.793124,6.728580
10028,10010,city,1.500000,0.021844,0.032765,True,0.032774,0.000009,5,3,6548534.125366,9825416.873338,6.633978
10028,10010,city,2.000000,0.021844,0.043687,True,0.040204,-0.003483,4,5,6548534.125366,12052809.621743,6.438186
10064,10028,city,1.250000,0.041357,0.051697,True,0.052498,0.000802,7,4,12398584.896584,15738540.487787,5.840482
10064,10028,city,1.500000,0.041357,0.062036,True,0.062068,0.000032,3,8,12398584.896584,18607547.265363,5.829227
10064,10028,city,2.000000,0.041357,0.082714,True,0.079195,-0.003520,3,11,12398584.896584,23742000.678743,5.977757
10025,10035,city,1.250000,0.059658,0.074572,True,0.074707,0.000135,6,10,17884896.061171,22396741.351880,2.725349
10025,10035,city,1.500000,0.059658,0.089486,True,0.093448,0.003961,5,15,17884896.061171,28014875.790268,3.253773
10025,10035,city,2.000000,0.059658,0.119315,True,0.093448,-0.025868,5,15,17884896.061171,28014875.790268,2.716789
10179,10001,city,1.250000,0.055774,0.069717,True,0.070397,0.000681,2,15,16720485.529847,21104617.934144,2.079451
10179,10001,city,1.500000,0.055774,0.083660,True,0.083676,0.000016,4,15,16720485.529847,25085579.228444,2.030529
10179,10001,city,2.000000,0.055774,0.111547,True,0.096962,-0.014585,5,16,16720485.529847,29068430.234476,2.157926
10883,10255,city,1.250000,0.051047,0.063809,True,0.063492,-0.000317,7,4,15303584.125806,19034331.653109,5.232434
10883,10255,city,1.500000,0.051047,0.076571,True,0.076584,0.000013,9,4,15303584.125806,22959269.611629,5.111821
10883,10255,city,2.000000,0.051047,0.102095,True,0.100598,-0.001497,6,12,15303584.125806,30158472.026470,4.976145
10300,10065,city,1.250000,0.006625,0.008281,True,0.008646,0.000364,1,1,1986158.222449,2591947.836897,3.065866
10300,10065,city,1.500000,0.006625,0.009938,True,0.008646,-0.001292,1,1,1986158.222449,2591947.836897,3.886742
10300,10065,city,2.000000,0.006625,0.013250,True,0.012070,-0.001181,1,1,1986158.222449,3618353.571811,4.601589
