source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021713,0.027142,True,0.027271,0.000129,2,4,6509464.792891,8175513.525972,6.259108
10028,10010,city,1.500000,0.021713,0.032570,True,0.034243,0.001674,4,4,6509464.792891,10265919.538367,6.484192
10028,10010,city,2.000000,0.021713,0.043426,True,0.047379,0.003953,6,6,6509464.792891,14203867.546249,6.238968
10064,10028,city,1.250000,0.040771,0.050963,True,0.052096,0.001132,1,8,12222764.441102,15617895.593847,1.881097
10064,10028,city,1.500000,0.040771,0.061156,True,0.061353,0.000197,2,9,12222764.441102,18393223.001114,1.875375
10064,10028,city,2.000000,0.040771,0.081542,True,0.064850,-0.016691,3,9,12222764.441102,19441554.180298,1.797882
10025,10035,city,1.250000,0.059390,0.074238,True,0.074319,0.000081,3,13,17804800.950897,22280399.800290,6.479661
10025,10035,city,1.500000,0.059390,0.089086,True,0.087682,-0.001404,6,14,17804800.950897,26286363.579476,6.319769
10025,10035,city,2.000000,0.059390,0.118781,True,0.113938,-0.004843,6,19,17804800.950897,34157626.875382,6.219748
10179,10001,city,1.250000,0.056113,0.070141,True,0.071282,0.001141,4,12,16822190.916952,21369909.293976,3.273490
10179,10001,city,1.500000,0.056113,0.084169,True,0.084642,0.000473,5,13,16822190.916952,25375141.606797,3.343335
10179,10001,city,2.000000,0.056113,0.112226,True,0.098416,-0.013809,7,15,16822190.916952,29504443.883271,3.666529
10883,10255,city,1.250000,0.051787,0.064733,True,0.076219,0.011486,6,7,15525284.804120,22849938.879932,2.406071
10883,10255,city,1.500000,0.051787,0.077680,True,0.076219,-0.001461,6,7,15525284.804120,22849938.879932,2.359141
10883,10255,city,2.000000,0.051787,0.103574,True,0.101532,-0.002041,6,12,15525284.804120,30438590.869521,2.350351
10300,10065,city,1.250000,0.006947,0.008683,True,0.014646,0.005962,1,1,2082510.651354,4390620.459015,2.773927
10300,10065,city,1.500000,0.006947,0.010420,True,0.014646,0.004226,1,1,2082510.651354,4390620.459015,3.640162
10300,10065,city,2.000000,0.006947,0.013893,True,0.014646,0.000753,1,1,2082510.651354,4390620.459015,4.387416
