source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10074,10106,0.11529962275431699,34565957.31198942,0.14412452844289625,True,0.1463623832790112,43878338.64195286,12,24,1.9796358960447833,
