source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022653,0.028317,True,0.028679,0.000362,2.000000,4.000000,6791274.743243,8597605.578495,4.288672
10028,10010,city,1.500000,0.022653,0.033980,True,0.033729,-0.000251,4.000000,3.000000,6791274.743243,10111630.899923,4.402513
10028,10010,city,2.000000,0.022653,0.045307,True,0.046839,0.001532,6.000000,6.000000,6791274.743243,14041887.251404,4.387128
10064,10028,city,1.250000,0.040297,0.050371,True,0.051589,0.001217,1.000000,8.000000,12080733.122045,15465872.120601,3.181284
10064,10028,city,1.500000,0.040297,0.060445,True,0.060594,0.000148,2.000000,10.000000,12080733.122045,18165497.096480,2.775238
10064,10028,city,2.000000,0.040297,0.080594,True,0.065037,-0.015557,3.000000,9.000000,12080733.122045,19497534.979651,2.873383
10025,10035,city,1.250000,0.053395,0.066743,True,0.068934,0.002191,4.000000,10.000000,16007281.076290,20665825.141859,4.039068
10025,10035,city,1.500000,0.053395,0.080092,True,0.080584,0.000492,10.000000,8.000000,16007281.076290,24158355.405246,4.183394
10025,10035,city,2.000000,0.053395,0.106789,True,0.099272,-0.007517,10.000000,12.000000,16007281.076290,29760934.042844,3.952830
10179,10001,city,1.250000,0.056063,0.070079,True,0.057239,-0.012840,3.000000,11.000000,16807279.173582,17159762.740232,2.098077
10179,10001,city,1.500000,0.056063,0.084095,True,0.083862,-0.000232,5.000000,13.000000,16807279.173582,25141312.653348,1.970659
10179,10001,city,2.000000,0.056063,0.112126,True,0.083862,-0.028264,5.000000,13.000000,16807279.173582,25141312.653348,1.976285
10883,10255,city,1.250000,0.051617,0.064521,False,,,,,15474286.090448,,1.303006
10883,10255,city,1.500000,0.051617,0.077425,False,,,,,15474286.090448,,1.391872
10883,10255,city,2.000000,0.051617,0.103233,False,,,,,15474286.090448,,1.325554
10300,10065,city,1.250000,0.006691,0.008363,True,0.008630,0.000266,1.000000,1.000000,2005794.240286,2587105.244600,3.775368
10300,10065,city,1.500000,0.006691,0.010036,True,0.011145,0.001109,1.000000,1.000000,2005794.240286,3341211.103318,4.940506
10300,10065,city,2.000000,0.006691,0.013381,True,0.013836,0.000454,2.000000,0.000000,2005794.240286,4147839.135656,5.098948
