source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,1.8305242699570954,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,1.7813019980676472,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,1.8033651616424322,
10064,10028,0.04077075361616367,12222764.441102095,0.0611561304242455,True,0.061353187881444005,18393223.00111391,2,9,1.919073237106204,
10064,10028,0.04077075361616367,12222764.441102095,0.08154150723232734,True,0.0648500442939684,19441554.18029766,3,9,1.9729298311285675,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,1.9650149969384074,
10064,10028,0.04077075361616367,12222764.441102095,0.0611561304242455,True,0.061353187881444005,18393223.00111391,2,9,1.7861836641095579,
10064,10028,0.04077075361616367,12222764.441102095,0.08154150723232734,True,0.0648500442939684,19441554.18029766,3,9,1.7739721513353288,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,15.863391641993076,
10064,10028,0.04077075361616367,12222764.441102095,0.0611561304242455,True,0.061353187881444005,18393223.00111391,2,9,15.940855485387146,
10064,10028,0.04077075361616367,12222764.441102095,0.08154150723232734,True,0.0648500442939684,19441554.18029766,3,9,15.00852956296876,
10064,10028,0.04077075361616367,12222764.441102095,0.050963442020204586,True,0.05209569212660697,15617895.59384675,1,8,2.0223952950909734,
10064,10028,0.04077075361616367,12222764.441102095,0.0611561304242455,True,0.061353187881444005,18393223.00111391,2,9,1.8245593458414078,
10064,10028,0.04077075361616367,12222764.441102095,0.08154150723232734,True,0.0648500442939684,19441554.18029766,3,9,1.8157010008580983,
