source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,2.5117504498921335,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,2.5755786071531475,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,2.6526698349043727,
10300,10065,0.00694650781159307,2082510.6513536873,0.010419761717389606,True,0.014645533407697768,4390620.459014829,1,1,3.882105571217835,
10300,10065,0.00694650781159307,2082510.6513536873,0.01389301562318614,True,0.014645533407697768,4390620.459014829,1,1,4.8378719836473465,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,2.732954801991582,
10300,10065,0.00694650781159307,2082510.6513536873,0.010419761717389606,True,0.014645533407697768,4390620.459014829,1,1,3.8850891552865505,
10300,10065,0.00694650781159307,2082510.6513536873,0.01389301562318614,True,0.014645533407697768,4390620.459014829,1,1,4.389998950995505,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,29.18065872695297,
10300,10065,0.00694650781159307,2082510.6513536873,0.010419761717389606,True,0.014645533407697768,4390620.459014829,1,1,48.247988298069686,
10300,10065,0.00694650781159307,2082510.6513536873,0.01389301562318614,True,0.014645533407697768,4390620.459014829,1,1,61.69870353443548,
10300,10065,0.00694650781159307,2082510.6513536873,0.008683134764491337,True,0.014645533407697768,4390620.459014829,1,1,2.5595098193734884,
10300,10065,0.00694650781159307,2082510.6513536873,0.010419761717389606,True,0.014645533407697768,4390620.459014829,1,1,3.940452382899821,
10300,10065,0.00694650781159307,2082510.6513536873,0.01389301562318614,True,0.014645533407697768,4390620.459014829,1,1,5.00603059027344,
