source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021908,0.027385,True,0.027810,0.000425,2.000000,4.000000,6567822.325060,8337203.815562,6.411753
10028,10010,city,1.500000,0.021908,0.032862,True,0.032073,-0.000789,5.000000,3.000000,6567822.325060,9615193.996762,6.591139
10028,10010,city,2.000000,0.021908,0.043816,True,0.043244,-0.000572,12.000000,1.000000,6567822.325060,12964161.550672,6.332967
10064,10028,city,1.250000,0.040712,0.050890,True,0.051657,0.000767,2.000000,9.000000,12205202.889201,15486333.654871,5.484719
10064,10028,city,1.500000,0.040712,0.061068,True,0.060280,-0.000788,4.000000,8.000000,12205202.889201,18071446.889651,5.157138
10064,10028,city,2.000000,0.040712,0.081424,True,0.070910,-0.010514,5.000000,10.000000,12205202.889201,21258346.378764,5.143330
10025,10035,city,1.250000,0.055220,0.069025,True,0.066731,-0.002294,9.000000,4.000000,16554477.884558,20005367.770537,5.636077
10025,10035,city,1.500000,0.055220,0.082830,True,0.081049,-0.001781,13.000000,4.000000,16554477.884558,24297889.876855,6.006814
10025,10035,city,2.000000,0.055220,0.110440,True,0.088832,-0.021608,6.000000,13.000000,16554477.884558,26631099.234150,5.651780
10179,10001,city,1.250000,0.056235,0.070294,True,0.071655,0.001361,3.000000,13.000000,16858945.669517,21481559.191191,3.589154
10179,10001,city,1.500000,0.056235,0.084353,True,0.084977,0.000623,4.000000,14.000000,16858945.669517,25475338.384682,3.450299
10179,10001,city,2.000000,0.056235,0.112471,True,0.107634,-0.004836,6.000000,18.000000,16858945.669517,32267963.346642,3.494697
10883,10255,city,1.250000,0.052275,0.065343,True,0.078910,0.013567,6.000000,7.000000,15671524.121254,23656549.325307,2.384084
10883,10255,city,1.500000,0.052275,0.078412,True,0.078910,0.000498,6.000000,7.000000,15671524.121254,23656549.325307,2.383412
10883,10255,city,2.000000,0.052275,0.104549,True,0.103325,-0.001224,4.000000,14.000000,15671524.121254,30976105.534642,2.399445
10300,10065,city,1.250000,0.008242,0.010302,False,,,,,2470789.027951,,1.324240
10300,10065,city,1.500000,0.008242,0.012362,False,,,,,2470789.027951,,1.309690
10300,10065,city,2.000000,0.008242,0.016483,False,,,,,2470789.027951,,1.379656
