source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021720,0.027150,True,0.026745,-0.000405,3,2,6511524.305797,8017961.964471,6.655680
10028,10010,city,1.500000,0.021720,0.032580,True,0.032321,-0.000259,4,2,6511524.305797,9689707.338079,6.851360
10028,10010,city,2.000000,0.021720,0.043440,True,0.044403,0.000962,4,6,6511524.305797,13311550.700292,7.006376
10064,10028,city,1.250000,0.041663,0.052079,True,0.052203,0.000124,6,5,12490227.583673,15649924.540588,5.443771
10064,10028,city,1.500000,0.041663,0.062494,True,0.062488,-0.000007,3,8,12490227.583673,18733380.230078,5.622162
10064,10028,city,2.000000,0.041663,0.083326,True,0.077334,-0.005992,5,9,12490227.583673,23184100.606992,5.669587
10025,10035,city,1.250000,0.059746,0.074683,True,0.074450,-0.000233,7,9,17911475.463614,22319592.649539,2.480757
10025,10035,city,1.500000,0.059746,0.089619,True,0.093237,0.003617,6,14,17911475.463614,27951675.372397,2.471123
10025,10035,city,2.000000,0.059746,0.119493,True,0.093237,-0.026256,6,14,17911475.463614,27951675.372397,2.430414
10179,10001,city,1.250000,0.055760,0.069701,True,0.070129,0.000429,2,17,16716554.857900,21024254.991645,2.355157
10179,10001,city,1.500000,0.055760,0.083641,True,0.083342,-0.000299,3,18,16716554.857900,24985332.144040,2.306165
10179,10001,city,2.000000,0.055760,0.111521,True,0.083342,-0.028179,3,18,16716554.857900,24985332.144040,2.252264
10883,10255,city,1.250000,0.051697,0.064621,True,0.061765,-0.002856,7,4,15498316.044386,18516606.303755,5.334040
10883,10255,city,1.500000,0.051697,0.077545,True,0.075611,-0.001935,3,11,15498316.044386,22667471.103458,5.135830
10883,10255,city,2.000000,0.051697,0.103394,True,0.097932,-0.005462,6,12,15498316.044386,29359232.330215,5.160164
10300,10065,city,1.250000,0.008435,0.010544,True,0.016833,0.006288,3,2,2528875.444231,5046336.261774,3.181576
10300,10065,city,1.500000,0.008435,0.012653,True,0.016833,0.004180,3,2,2528875.444231,5046336.261774,3.160818
10300,10065,city,2.000000,0.008435,0.016871,True,0.016833,-0.000038,3,2,2528875.444231,5046336.261774,3.713559
