source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.183492690790445,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.103706488851458,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.2652384103275836,
10028,10010,0.02171323733864748,6509464.792890507,0.03256985600797122,True,0.03424342162192546,10265919.53836738,4,4,6.201809107791632,
10028,10010,0.02171323733864748,6509464.792890507,0.04342647467729496,True,0.04737900226378928,14203867.546248952,6,6,6.126979560125619,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.1961209629662335,
10028,10010,0.02171323733864748,6509464.792890507,0.03256985600797122,True,0.03424342162192546,10265919.53836738,4,4,6.1406579641625285,
10028,10010,0.02171323733864748,6509464.792890507,0.04342647467729496,True,0.04737900226378928,14203867.546248952,6,6,6.222010428085923,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,91.86361023876816,
10028,10010,0.02171323733864748,6509464.792890507,0.03256985600797122,True,0.03424342162192546,10265919.53836738,4,4,95.66942688683048,
10028,10010,0.02171323733864748,6509464.792890507,0.04342647467729496,True,0.04737900226378928,14203867.546248952,6,6,95.72389961499721,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.2476688623428345,
10028,10010,0.02171323733864748,6509464.792890507,0.03256985600797122,True,0.03424342162192546,10265919.53836738,4,4,7.040704486891627,
10028,10010,0.02171323733864748,6509464.792890507,0.04342647467729496,True,0.04737900226378928,14203867.546248952,6,6,6.460332948248833,
10028,10010,0.02171323733864748,6509464.792890507,0.027141546673309352,True,0.027270577720712414,8175513.525972413,2,4,6.024898032657802,
