source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.020985,0.026232,True,0.027448,0.001216,4.000000,2.000000,6291227.763169,8228688.584280,7.040380
10028,10010,city,1.500000,0.020985,0.031478,True,0.031826,0.000348,5.000000,3.000000,6291227.763169,9541273.073927,6.559158
10028,10010,city,2.000000,0.020985,0.041971,True,0.037736,-0.004234,4.000000,3.000000,6291227.763169,11313000.269679,6.650379
10064,10028,city,1.250000,0.043224,0.054030,True,0.053627,-0.000403,2.000000,9.000000,12958313.375689,16077061.917470,5.171966
10064,10028,city,1.500000,0.043224,0.064836,True,0.066875,0.002039,3.000000,9.000000,12958313.375689,20048763.240284,5.020769
10064,10028,city,2.000000,0.043224,0.086449,True,0.076594,-0.009854,4.000000,11.000000,12958313.375689,22962419.625926,4.930720
10025,10035,city,1.250000,0.063859,0.079823,True,0.075194,-0.004629,8.000000,8.000000,19144308.720881,22542691.131139,2.020562
10025,10035,city,1.500000,0.063859,0.095788,True,0.075194,-0.020593,8.000000,8.000000,19144308.720881,22542691.131139,1.768860
10025,10035,city,2.000000,0.063859,0.127717,True,0.075194,-0.052523,8.000000,8.000000,19144308.720881,22542691.131139,1.899325
10179,10001,city,1.250000,0.056071,0.070088,True,0.070766,0.000677,2.000000,15.000000,16809552.159028,21215009.759381,4.258990
10179,10001,city,1.500000,0.056071,0.084106,True,0.084141,0.000035,3.000000,18.000000,16809552.159028,25224750.358557,3.841518
10179,10001,city,2.000000,0.056071,0.112141,True,0.093498,-0.018643,6.000000,17.000000,16809552.159028,28030134.098904,4.106672
10883,10255,city,1.250000,0.051839,0.064799,True,0.087984,0.023185,1.000000,15.000000,15541050.173998,26377039.348290,2.395403
10883,10255,city,1.500000,0.051839,0.077759,True,0.087984,0.010225,1.000000,15.000000,15541050.173998,26377039.348290,2.422000
10883,10255,city,2.000000,0.051839,0.103679,True,0.105516,0.001837,3.000000,19.000000,15541050.173998,31632880.103872,2.321392
10300,10065,city,1.250000,0.009310,0.011637,False,,,,,2790989.825818,,1.333062
10300,10065,city,1.500000,0.009310,0.013965,False,,,,,2790989.825818,,1.353977
10300,10065,city,2.000000,0.009310,0.018619,False,,,,,2790989.825818,,1.349232
