source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.020999,0.026249,True,0.027553,0.001304,2,4,6295286.638455,8260059.928687,5.009067
10028,10010,city,1.500000,0.020999,0.031498,True,0.031081,-0.000417,4,3,6295286.638455,9317959.240169,5.116586
10028,10010,city,2.000000,0.020999,0.041998,True,0.040039,-0.001959,5,4,6295286.638455,12003253.379036,4.915004
10064,10028,city,1.250000,0.040736,0.050921,True,0.051053,0.000133,1,8,12212488.184586,15305356.796860,3.707359
10064,10028,city,1.500000,0.040736,0.061105,True,0.060847,-0.000257,2,10,12212488.184586,18241570.150839,3.692614
10064,10028,city,2.000000,0.040736,0.081473,True,0.080347,-0.001126,4,11,12212488.184586,24087375.192569,3.708353
10025,10035,city,1.250000,0.063659,0.079574,True,0.077739,-0.001835,10,6,19084581.853643,23305562.607456,5.457896
10025,10035,city,1.500000,0.063659,0.095489,True,0.096463,0.000974,12,8,19084581.853643,28918994.722590,5.456434
10025,10035,city,2.000000,0.063659,0.127319,True,0.109737,-0.017581,15,9,19084581.853643,32898397.457118,5.547863
10179,10001,city,1.250000,0.052719,0.065899,True,0.062577,-0.003322,1,12,15804890.418319,18760084.860625,4.058324
10179,10001,city,1.500000,0.052719,0.079079,True,0.080303,0.001224,2,17,15804890.418319,24074374.935958,4.348167
10179,10001,city,2.000000,0.052719,0.105439,True,0.098708,-0.006731,4,17,15804890.418319,29591800.463676,4.664589
10883,10255,city,1.250000,0.052585,0.065731,True,0.085620,0.019889,1,14,15764637.785389,25668240.442992,2.328106
10883,10255,city,1.500000,0.052585,0.078878,True,0.085620,0.006742,1,14,15764637.785389,25668240.442992,2.379801
10883,10255,city,2.000000,0.052585,0.105170,True,0.103223,-0.001947,3,16,15764637.785389,30945433.612486,2.422533
10300,10065,city,1.250000,0.009068,0.011335,True,0.019871,0.008536,1,3,2718631.434005,5957289.741964,2.833461
10300,10065,city,1.500000,0.009068,0.013603,True,0.019871,0.006269,1,3,2718631.434005,5957289.741964,3.473951
10300,10065,city,2.000000,0.009068,0.018137,True,0.019871,0.001735,1,3,2718631.434005,5957289.741964,3.523553
