source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
1526,248,0.06273826690585978,18808459.246367756,0.09410740035878967,True,0.09656725497688388,28950134.731832754,18,3,5.9780540720093995,
