source,target,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
612,703,1.250000,0.032891,0.041114,True,0.040117,-0.000997,5.000000,3.000000,9860505.511007,12026733.301396,5.670463
612,703,1.500000,0.032891,0.049337,True,0.048999,-0.000338,7.000000,3.000000,9860505.511007,14689498.510248,5.882369
612,703,2.000000,0.032891,0.065782,True,0.066552,0.000770,7.000000,7.000000,9860505.511007,19951860.938712,5.804926
110,309,1.250000,0.034778,0.043473,True,0.046078,0.002605,8.000000,3.000000,10426253.122208,13813820.333152,2.248240
110,309,1.500000,0.034778,0.052167,True,0.046078,-0.006089,8.000000,3.000000,10426253.122208,13813820.333152,2.235146
110,309,2.000000,0.034778,0.069556,True,0.059243,-0.010313,9.000000,4.000000,10426253.122208,17760722.202094,2.340418
495,586,1.250000,0.032684,0.040855,True,0.041718,0.000863,6.000000,2.000000,9798307.866144,12506708.971364,7.637432
495,586,1.500000,0.032684,0.049025,True,0.050566,0.001541,8.000000,2.000000,9798307.866144,15159323.931653,7.996948
495,586,2.000000,0.032684,0.065367,True,0.050566,-0.014801,8.000000,2.000000,9798307.866144,15159323.931653,7.566802
1581,786,1.250000,0.146405,0.183006,True,0.183026,0.000020,29.000000,17.000000,43891065.224014,54869710.563200,6.906513
1581,786,1.500000,0.146405,0.219607,True,0.200225,-0.019382,33.000000,17.000000,43891065.224014,60026084.261398,7.074475
1581,786,2.000000,0.146405,0.292810,True,0.200225,-0.092584,33.000000,17.000000,43891065.224014,60026084.261398,6.911751
1261,821,1.250000,0.072488,0.090610,True,0.089783,-0.000827,21.000000,2.000000,21731309.369303,26916246.468013,7.100205
1261,821,1.500000,0.072488,0.108732,True,0.107513,-0.001219,25.000000,2.000000,21731309.369303,32231605.981541,7.043688
1261,821,2.000000,0.072488,0.144976,True,0.122452,-0.022524,26.000000,3.000000,21731309.369303,36710243.004130,7.113458
357,708,1.250000,0.064779,0.080974,True,0.077459,-0.003515,14.000000,6.000000,19420248.519550,23221577.245992,5.915686
357,708,1.500000,0.064779,0.097168,True,0.097173,0.000005,4.000000,20.000000,19420248.519550,29131818.584180,6.386104
357,708,2.000000,0.064779,0.129558,True,0.121560,-0.007998,22.000000,6.000000,19420248.519550,36442664.611876,5.954958
184,686,1.250000,0.108260,0.135324,True,0.131981,-0.003344,26.000000,4.000000,32455394.989928,39566834.829490,6.968552
184,686,1.500000,0.108260,0.162389,True,0.131981,-0.030409,26.000000,4.000000,32455394.989928,39566834.829490,6.905050
184,686,2.000000,0.108260,0.216519,True,0.131981,-0.084538,26.000000,4.000000,32455394.989928,39566834.829490,6.882714
133,466,1.250000,0.070564,0.088205,True,0.088745,0.000541,17.000000,4.000000,21154450.812103,26605210.021378,6.112662
133,466,1.500000,0.070564,0.105845,True,0.091334,-0.014511,6.000000,15.000000,21154450.812103,27381345.271160,6.164477
133,466,2.000000,0.070564,0.141127,True,0.091334,-0.049793,6.000000,15.000000,21154450.812103,27381345.271160,6.331345
1085,1182,1.250000,0.072030,0.090037,True,0.088406,-0.001631,16.000000,2.000000,21594000.615370,26503489.194419,7.168217
1085,1182,1.500000,0.072030,0.108045,True,0.092677,-0.015368,16.000000,2.000000,21594000.615370,27783792.820251,7.418710
1085,1182,2.000000,0.072030,0.144060,True,0.092677,-0.051383,16.000000,2.000000,21594000.615370,27783792.820251,7.289017
125,292,1.250000,0.085084,0.106355,True,0.105761,-0.000594,21.000000,1.000000,25507637.820185,31706448.047621,6.734162
125,292,1.500000,0.085084,0.127626,True,0.118901,-0.008725,23.000000,1.000000,25507637.820185,35645686.382545,6.764506
125,292,2.000000,0.085084,0.170169,True,0.118901,-0.051267,23.000000,1.000000,25507637.820185,35645686.382545,6.542039
373,824,1.250000,0.141917,0.177397,True,0.157658,-0.019739,3.000000,32.000000,42545776.430919,47264578.464142,2.775737
373,824,1.500000,0.141917,0.212876,True,0.157658,-0.055218,3.000000,32.000000,42545776.430919,47264578.464142,2.804267
373,824,2.000000,0.141917,0.283835,True,0.157658,-0.126177,3.000000,32.000000,42545776.430919,47264578.464142,2.728566
343,826,1.250000,0.079290,0.099113,True,0.098042,-0.001071,22.000000,6.000000,23770673.868161,29392393.052333,7.500773
343,826,1.500000,0.079290,0.118936,True,0.119233,0.000298,30.000000,2.000000,23770673.868161,35745258.127943,7.405255
343,826,2.000000,0.079290,0.158581,True,0.160192,0.001611,32.000000,8.000000,23770673.868161,48024437.045672,7.612661
1120,1566,1.250000,0.109225,0.136531,True,0.134360,-0.002171,26.000000,6.000000,32744883.962329,40280229.295676,4.654511
1120,1566,1.500000,0.109225,0.163838,True,0.134360,-0.029477,26.000000,6.000000,32744883.962329,40280229.295676,4.594903
1120,1566,2.000000,0.109225,0.218450,True,0.134360,-0.084090,26.000000,6.000000,32744883.962329,40280229.295676,4.710532
279,968,1.250000,0.150633,0.188291,True,0.189452,0.001161,22.000000,24.000000,45158645.031803,56796345.508167,7.375879
279,968,1.500000,0.150633,0.225950,True,0.202924,-0.023025,27.000000,23.000000,45158645.031803,60835202.565590,7.341498
279,968,2.000000,0.150633,0.301266,True,0.202924,-0.098342,27.000000,23.000000,45158645.031803,60835202.565590,7.333040
1194,1434,1.250000,0.054259,0.067824,True,0.069558,0.001734,11.000000,5.000000,16266547.909259,20853018.541932,6.695238
1194,1434,1.500000,0.054259,0.081389,True,0.083039,0.001650,10.000000,8.000000,16266547.909259,24894577.846659,6.880056
1194,1434,2.000000,0.054259,0.108519,True,0.092562,-0.015957,12.000000,8.000000,16266547.909259,27749413.878559,6.762047
1220,771,1.250000,0.125041,0.156302,True,0.155174,-0.001128,12.000000,20.000000,37486449.770053,46520025.946086,7.430725
1220,771,1.500000,0.125041,0.187562,True,0.172347,-0.015215,14.000000,19.000000,37486449.770053,51668432.284599,7.304184
1220,771,2.000000,0.125041,0.250083,True,0.172347,-0.077735,14.000000,19.000000,37486449.770053,51668432.284599,7.178941
1122,163,1.250000,0.150665,0.188331,True,0.188138,-0.000194,29.000000,13.000000,45168241.771526,56402260.862851,5.757667
1122,163,1.500000,0.150665,0.225998,True,0.193103,-0.032895,34.000000,12.000000,45168241.771526,57890824.947607,5.946985
1122,163,2.000000,0.150665,0.301330,True,0.193103,-0.108227,34.000000,12.000000,45168241.771526,57890824.947607,5.732438
101,244,1.250000,0.096192,0.120240,True,0.121071,0.000831,21.000000,4.000000,28837715.015031,36296167.151242,7.093192
101,244,1.500000,0.096192,0.144288,True,0.121071,-0.023217,21.000000,4.000000,28837715.015031,36296167.151242,7.060493
101,244,2.000000,0.096192,0.192385,True,0.121071,-0.071314,21.000000,4.000000,28837715.015031,36296167.151242,7.145253
1281,285,1.250000,0.124385,0.155482,True,0.146024,-0.009457,29.000000,8.000000,37289759.986388,43777040.629676,5.130771
1281,285,1.500000,0.124385,0.186578,True,0.173076,-0.013502,29.000000,12.000000,37289759.986388,51886967.134338,4.858437
1281,285,2.000000,0.124385,0.248771,True,0.173076,-0.075694,29.000000,12.000000,37289759.986388,51886967.134338,4.959858
425,568,1.250000,0.091720,0.114650,True,0.113244,-0.001406,8.000000,14.000000,27496979.561636,33949704.039328,6.830698
425,568,1.500000,0.091720,0.137580,True,0.130800,-0.006780,11.000000,15.000000,27496979.561636,39212768.693043,6.736303
425,568,2.000000,0.091720,0.183440,True,0.130800,-0.052640,11.000000,15.000000,27496979.561636,39212768.693043,6.773017
1471,299,1.250000,0.105309,0.131637,True,0.138059,0.006423,27.000000,5.000000,31570916.801151,41389084.248024,6.297384
1471,299,1.500000,0.105309,0.157964,True,0.138833,-0.019131,30.000000,4.000000,31570916.801151,41621121.383523,6.561829
1471,299,2.000000,0.105309,0.210618,True,0.138833,-0.071785,30.000000,4.000000,31570916.801151,41621121.383523,6.515052
171,243,1.250000,0.052430,0.065537,True,0.064874,-0.000663,10.000000,3.000000,15718008.027130,19448780.890240,6.382702
171,243,1.500000,0.052430,0.078644,True,0.074093,-0.004551,10.000000,7.000000,15718008.027130,22212638.659225,6.374091
171,243,2.000000,0.052430,0.104859,True,0.074093,-0.030766,10.000000,7.000000,15718008.027130,22212638.659225,6.380051
1243,44,1.250000,0.130932,0.163664,True,0.161856,-0.001809,16.000000,20.000000,39252303.947567,48523176.590532,7.315958
1243,44,1.500000,0.130932,0.196397,True,0.161856,-0.034541,16.000000,20.000000,39252303.947567,48523176.590532,7.565527
1243,44,2.000000,0.130932,0.261863,True,0.161856,-0.100007,16.000000,20.000000,39252303.947567,48523176.590532,7.293358
440,845,1.250000,0.117959,0.147449,True,0.148638,0.001190,22.000000,10.000000,35363220.291591,44560639.408453,5.909491
440,845,1.500000,0.117959,0.176939,True,0.162027,-0.014911,27.000000,9.000000,35363220.291591,48574480.637692,6.008075
440,845,2.000000,0.117959,0.235918,True,0.162027,-0.073891,27.000000,9.000000,35363220.291591,48574480.637692,5.747957
1483,646,1.250000,0.121906,0.152382,True,0.154923,0.002540,34.000000,6.000000,36546444.467791,46444653.816426,7.327396
1483,646,1.500000,0.121906,0.182859,True,0.168076,-0.014783,35.000000,7.000000,36546444.467791,50387782.961746,7.274215
1483,646,2.000000,0.121906,0.243812,True,0.168076,-0.075736,35.000000,7.000000,36546444.467791,50387782.961746,7.459492
1377,658,1.250000,0.156959,0.196199,True,0.178285,-0.017914,12.000000,33.000000,47055181.338402,53448477.777485,7.327680
1377,658,1.500000,0.156959,0.235439,True,0.178285,-0.057154,12.000000,33.000000,47055181.338402,53448477.777485,7.174145
1377,658,2.000000,0.156959,0.313918,True,0.178285,-0.135633,12.000000,33.000000,47055181.338402,53448477.777485,7.224042
439,530,1.250000,0.034791,0.043489,True,0.042453,-0.001036,2.000000,9.000000,10430170.914204,12726984.470137,5.165991
439,530,1.500000,0.034791,0.052187,True,0.051513,-0.000673,3.000000,10.000000,10430170.914204,15443350.048899,5.047586
439,530,2.000000,0.034791,0.069583,True,0.068103,-0.001480,5.000000,10.000000,10430170.914204,20416743.365274,5.010605
588,880,1.250000,0.085188,0.106485,True,0.106223,-0.000262,5.000000,20.000000,25538754.926530,31844975.912978,6.322494
588,880,1.500000,0.085188,0.127782,True,0.111327,-0.016455,5.000000,22.000000,25538754.926530,33374998.715058,6.736678
588,880,2.000000,0.085188,0.170376,True,0.111327,-0.059049,5.000000,22.000000,25538754.926530,33374998.715058,6.453138
376,910,1.250000,0.121317,0.151647,True,0.152470,0.000823,27.000000,10.000000,36370002.305945,45709311.252836,3.470485
376,910,1.500000,0.121317,0.181976,True,0.152470,-0.029506,27.000000,10.000000,36370002.305945,45709311.252836,3.699264
376,910,2.000000,0.121317,0.242635,True,0.152470,-0.090165,27.000000,10.000000,36370002.305945,45709311.252836,3.649547
178,979,1.250000,0.176608,0.220761,True,0.199202,-0.021558,44.000000,6.000000,52945879.389715,59719332.380677,5.935120
178,979,1.500000,0.176608,0.264913,True,0.199202,-0.065710,44.000000,6.000000,52945879.389715,59719332.380677,5.950431
178,979,2.000000,0.176608,0.353217,True,0.199202,-0.154015,44.000000,6.000000,52945879.389715,59719332.380677,5.892549
1198,1325,1.250000,0.052616,0.065770,True,0.063304,-0.002465,11.000000,3.000000,15773812.719676,18978193.610572,6.960917
1198,1325,1.500000,0.052616,0.078924,True,0.075190,-0.003734,10.000000,4.000000,15773812.719676,22541401.873758,6.747529
1198,1325,2.000000,0.052616,0.105232,True,0.101157,-0.004075,10.000000,8.000000,15773812.719676,30326052.588138,6.705154
1167,605,1.250000,0.150502,0.188128,True,0.176377,-0.011751,41.000000,2.000000,45119453.269619,52876498.931655,7.988205
1167,605,1.500000,0.150502,0.225753,True,0.176377,-0.049376,41.000000,2.000000,45119453.269619,52876498.931655,7.809900
1167,605,2.000000,0.150502,0.301005,True,0.176377,-0.124628,41.000000,2.000000,45119453.269619,52876498.931655,7.622741
691,766,1.250000,0.067589,0.084486,True,0.083514,-0.000971,10.000000,7.000000,20262540.847105,25036958.150751,7.516749
691,766,1.500000,0.067589,0.101383,True,0.100934,-0.000448,13.000000,8.000000,20262540.847105,30259398.198930,7.375275
691,766,2.000000,0.067589,0.135177,True,0.100934,-0.034243,13.000000,8.000000,20262540.847105,30259398.198930,7.648056
1176,1536,1.250000,0.104719,0.130899,True,0.134074,0.003175,28.000000,0.000000,31393976.190181,40194432.102271,7.412189
1176,1536,1.500000,0.104719,0.157079,True,0.160330,0.003252,32.000000,0.000000,31393976.190181,48065764.989523,7.530678
1176,1536,2.000000,0.104719,0.209438,True,0.160579,-0.048860,34.000000,0.000000,31393976.190181,48140236.750956,7.428230
1327,510,1.250000,0.147680,0.184600,True,0.170388,-0.014211,37.000000,6.000000,44273257.536820,51081144.986099,3.337306
1327,510,1.500000,0.147680,0.221520,True,0.170388,-0.051131,37.000000,6.000000,44273257.536820,51081144.986099,3.311239
1327,510,2.000000,0.147680,0.295359,True,0.170388,-0.124971,37.000000,6.000000,44273257.536820,51081144.986099,3.314230
1480,250,1.250000,0.069372,0.086715,True,0.087507,0.000792,21.000000,0.000000,20797229.282648,26234000.137637,7.450414
1480,250,1.500000,0.069372,0.104058,True,0.104037,-0.000021,24.000000,1.000000,20797229.282648,31189416.173718,7.288054
1480,250,2.000000,0.069372,0.138744,True,0.117161,-0.021583,26.000000,1.000000,20797229.282648,35124019.021864,7.235916
1513,306,1.250000,0.078641,0.098301,True,0.097937,-0.000364,22.000000,3.000000,23575836.322354,29360741.404228,7.258994
1513,306,1.500000,0.078641,0.117961,True,0.106619,-0.011342,22.000000,5.000000,23575836.322354,31963648.063835,7.166079
1513,306,2.000000,0.078641,0.157281,True,0.106619,-0.050662,22.000000,5.000000,23575836.322354,31963648.063835,7.181317
1554,911,1.250000,0.126174,0.157718,True,0.156622,-0.001096,39.000000,0.000000,37826084.467787,46954048.217826,7.416541
1554,911,1.500000,0.126174,0.189261,True,0.173952,-0.015310,44.000000,1.000000,37826084.467787,52149425.572442,7.569382
1554,911,2.000000,0.126174,0.252348,True,0.173952,-0.078397,44.000000,1.000000,37826084.467787,52149425.572442,7.341942
1002,124,1.250000,0.118914,0.148642,True,0.149786,0.001143,34.000000,2.000000,35649489.284517,44904577.842594,7.386479
1002,124,1.500000,0.118914,0.178371,True,0.181671,0.003300,38.000000,5.000000,35649489.284517,54463504.949317,7.134497
1002,124,2.000000,0.118914,0.237828,True,0.181690,-0.056138,38.000000,5.000000,35649489.284517,54469213.884781,7.563921
264,5,1.250000,0.072051,0.090064,True,0.088037,-0.002027,10.000000,10.000000,21600425.844131,26392734.729615,4.377849
264,5,1.500000,0.072051,0.108077,True,0.110150,0.002073,13.000000,13.000000,21600425.844131,33021998.704490,4.444119
264,5,2.000000,0.072051,0.144103,True,0.114333,-0.029770,14.000000,14.000000,21600425.844131,34276124.454480,4.375527
360,661,1.250000,0.092358,0.115447,True,0.115458,0.000011,7.000000,21.000000,27688115.931208,34613428.112063,6.932313
360,661,1.500000,0.092358,0.138536,True,0.119915,-0.018622,11.000000,17.000000,27688115.931208,35949500.666379,6.804342
360,661,2.000000,0.092358,0.184715,True,0.119915,-0.064801,11.000000,17.000000,27688115.931208,35949500.666379,6.596466
1047,490,1.250000,0.128688,0.160860,True,0.162759,0.001899,39.000000,0.000000,38579575.433287,48793775.329672,7.241699
1047,490,1.500000,0.128688,0.193031,True,0.180323,-0.012708,40.000000,1.000000,38579575.433287,54059568.803547,7.270289
1047,490,2.000000,0.128688,0.257375,True,0.180323,-0.077052,40.000000,1.000000,38579575.433287,54059568.803547,7.409346
468,987,1.250000,0.133089,0.166361,True,0.164478,-0.001883,8.000000,33.000000,39899067.617401,49309265.516115,6.703531
468,987,1.500000,0.133089,0.199633,True,0.173235,-0.026399,9.000000,32.000000,39899067.617401,51934413.705151,6.568969
468,987,2.000000,0.133089,0.266178,True,0.173235,-0.092943,9.000000,32.000000,39899067.617401,51934413.705151,6.575019
1492,481,1.250000,0.098057,0.122571,True,0.121408,-0.001163,28.000000,4.000000,29396711.731545,36397208.399939,7.206067
1492,481,1.500000,0.098057,0.147085,True,0.138502,-0.008583,30.000000,4.000000,29396711.731545,41521877.951650,7.239830
1492,481,2.000000,0.098057,0.196114,True,0.138502,-0.057612,30.000000,4.000000,29396711.731545,41521877.951650,7.181282
1021,1023,1.250000,0.013079,0.016348,True,0.015493,-0.000855,2.000000,0.000000,3920855.572569,4644609.792941,6.014856
1021,1023,1.500000,0.013079,0.019618,True,0.019638,0.000020,2.000000,0.000000,3920855.572569,5887314.225423,6.015505
1021,1023,2.000000,0.013079,0.026157,True,0.027948,0.001791,5.000000,0.000000,3920855.572569,8378748.463977,6.243933
568,601,1.250000,0.078660,0.098326,True,0.099465,0.001139,14.000000,4.000000,23581823.042149,29818806.345813,7.217194
568,601,1.500000,0.078660,0.117991,True,0.121531,0.003541,5.000000,17.000000,23581823.042149,36434161.422616,6.869676
568,601,2.000000,0.078660,0.157321,True,0.121836,-0.035485,18.000000,4.000000,23581823.042149,36525393.413807,6.751691
412,817,1.250000,0.122409,0.153012,True,0.144560,-0.008452,16.000000,19.000000,36697411.272997,43337892.888471,6.490439
412,817,1.500000,0.122409,0.183614,True,0.144560,-0.039054,16.000000,19.000000,36697411.272997,43337892.888471,6.583878
412,817,2.000000,0.122409,0.244819,True,0.144560,-0.100259,16.000000,19.000000,36697411.272997,43337892.888471,6.562415
177,450,1.250000,0.098663,0.123329,True,0.124292,0.000963,19.000000,9.000000,29578516.581920,37261871.277060,5.731418
177,450,1.500000,0.098663,0.147995,True,0.126838,-0.021157,10.000000,18.000000,29578516.581920,38025175.993065,5.825171
177,450,2.000000,0.098663,0.197327,True,0.126838,-0.070488,10.000000,18.000000,29578516.581920,38025175.993065,5.703197
1205,1483,1.250000,0.096064,0.120080,True,0.118580,-0.001500,17.000000,9.000000,28799343.694160,35549370.655805,5.746697
1205,1483,1.500000,0.096064,0.144096,True,0.136345,-0.007751,28.000000,4.000000,28799343.694160,40875317.426400,5.529135
1205,1483,2.000000,0.096064,0.192129,True,0.136345,-0.055783,28.000000,4.000000,28799343.694160,40875317.426400,5.825511
1218,1269,1.250000,0.052359,0.065448,True,0.064337,-0.001111,8.000000,6.000000,15696759.751392,19287744.773022,7.004034
1218,1269,1.500000,0.052359,0.078538,True,0.076980,-0.001558,9.000000,7.000000,15696759.751392,23078106.904471,7.184638
1218,1269,2.000000,0.052359,0.104718,True,0.076980,-0.027737,9.000000,7.000000,15696759.751392,23078106.904471,7.206042
1054,43,1.250000,0.092440,0.115550,True,0.120188,0.004638,20.000000,12.000000,27712906.595338,36031480.893652,2.208272
1054,43,1.500000,0.092440,0.138660,True,0.140841,0.002180,23.000000,13.000000,27712906.595338,42222928.747593,2.299950
1054,43,2.000000,0.092440,0.184881,True,0.140841,-0.044040,23.000000,13.000000,27712906.595338,42222928.747593,2.231670
1441,381,1.250000,0.104541,0.130676,True,0.129914,-0.000762,31.000000,0.000000,31340581.439656,38947358.504727,7.459304
1441,381,1.500000,0.104541,0.156811,True,0.156109,-0.000702,35.000000,0.000000,31340581.439656,46800299.979351,7.388048
1441,381,2.000000,0.104541,0.209082,True,0.164850,-0.044231,37.000000,0.000000,31340581.439656,49420898.653017,7.373461
1111,1224,1.250000,0.037166,0.046458,True,0.046504,0.000046,7.000000,2.000000,11142090.095286,13941435.958837,7.288844
1111,1224,1.500000,0.037166,0.055749,True,0.050656,-0.005093,9.000000,2.000000,11142090.095286,15186233.664696,7.067595
1111,1224,2.000000,0.037166,0.074332,True,0.050656,-0.023676,9.000000,2.000000,11142090.095286,15186233.664696,7.567600
150,1544,1.250000,0.078628,0.098285,True,0.099375,0.001090,14.000000,9.000000,23572103.086592,29791979.981558,6.146995
150,1544,1.500000,0.078628,0.117942,True,0.112821,-0.005121,17.000000,8.000000,23572103.086592,33822939.808005,6.159724
150,1544,2.000000,0.078628,0.157256,True,0.112821,-0.044435,17.000000,8.000000,23572103.086592,33822939.808005,5.956378
1068,532,1.250000,0.130833,0.163542,True,0.164638,0.001096,31.000000,6.000000,39222864.876432,49357173.048304,7.452194
1068,532,1.500000,0.130833,0.196250,True,0.185849,-0.010401,9.000000,31.000000,39222864.876432,55716137.345905,7.144665
1068,532,2.000000,0.130833,0.261667,True,0.185849,-0.075818,9.000000,31.000000,39222864.876432,55716137.345905,7.318297
214,721,1.250000,0.090412,0.113014,True,0.111190,-0.001824,21.000000,8.000000,27104698.207720,33334037.829432,6.851785
214,721,1.500000,0.090412,0.135617,True,0.134828,-0.000790,24.000000,9.000000,27104698.207720,40420354.659425,6.722024
214,721,2.000000,0.090412,0.180823,True,0.134828,-0.045995,24.000000,9.000000,27104698.207720,40420354.659425,6.928854
1247,441,1.250000,0.170260,0.212825,True,0.192526,-0.020300,17.000000,32.000000,51042777.722281,57717783.762667,5.619853
1247,441,1.500000,0.170260,0.255391,True,0.192526,-0.062865,17.000000,32.000000,51042777.722281,57717783.762667,5.653212
1247,441,2.000000,0.170260,0.340521,True,0.192526,-0.147995,17.000000,32.000000,51042777.722281,57717783.762667,5.418084
1037,345,1.250000,0.170286,0.212857,True,0.212878,0.000021,45.000000,8.000000,51050372.390353,63819350.180783,7.178427
1037,345,1.500000,0.170286,0.255429,True,0.221875,-0.033554,45.000000,8.000000,51050372.390353,66516346.961151,7.165585
1037,345,2.000000,0.170286,0.340571,True,0.221875,-0.118697,45.000000,8.000000,51050372.390353,66516346.961151,7.283915
1319,346,1.250000,0.125336,0.156669,True,0.156759,0.000090,29.000000,11.000000,37574641.295799,46995200.048633,5.396942
1319,346,1.500000,0.125336,0.188003,True,0.183021,-0.004982,32.000000,14.000000,37574641.295799,54868288.157183,5.396088
1319,346,2.000000,0.125336,0.250671,True,0.183021,-0.067650,32.000000,14.000000,37574641.295799,54868288.157183,5.422148
1153,1342,1.250000,0.089726,0.112157,True,0.110627,-0.001530,22.000000,1.000000,26899165.984707,33165201.150401,8.051227
1153,1342,1.500000,0.089726,0.134589,True,0.127467,-0.007122,15.000000,10.000000,26899165.984707,38213590.804783,7.500005
1153,1342,2.000000,0.089726,0.179452,True,0.127467,-0.051985,15.000000,10.000000,26899165.984707,38213590.804783,7.579168
783,901,1.250000,0.067871,0.084839,True,0.084880,0.000042,3.000000,15.000000,20347194.611172,25446522.755500,5.515522
783,901,1.500000,0.067871,0.101806,True,0.101233,-0.000573,14.000000,6.000000,20347194.611172,30348936.493037,5.441746
783,901,2.000000,0.067871,0.135742,True,0.101233,-0.034509,14.000000,6.000000,20347194.611172,30348936.493037,5.440876
71,775,1.250000,0.118242,0.147803,True,0.146965,-0.000838,30.000000,7.000000,35448197.327729,44059016.829258,4.529952
71,775,1.500000,0.118242,0.177364,True,0.169484,-0.007880,33.000000,8.000000,35448197.327729,50809886.634989,4.498618
71,775,2.000000,0.118242,0.236485,True,0.169484,-0.067001,33.000000,8.000000,35448197.327729,50809886.634989,4.392864
1506,809,1.250000,0.150356,0.187945,True,0.188745,0.000800,39.000000,7.000000,45075657.712603,56584407.931246,6.757287
1506,809,1.500000,0.150356,0.225534,True,0.211503,-0.014031,47.000000,5.000000,45075657.712603,63406969.670602,6.916908
1506,809,2.000000,0.150356,0.300712,True,0.211503,-0.089210,47.000000,5.000000,45075657.712603,63406969.670602,6.639268
449,812,1.250000,0.124380,0.155476,True,0.157507,0.002031,12.000000,22.000000,37288335.492583,47219269.073028,6.796785
449,812,1.500000,0.124380,0.186571,True,0.175256,-0.011315,16.000000,22.000000,37288335.492583,52540415.217173,6.682825
449,812,2.000000,0.124380,0.248761,True,0.175256,-0.073505,16.000000,22.000000,37288335.492583,52540415.217173,6.797488
1177,73,1.250000,0.098011,0.122514,True,0.123160,0.000646,28.000000,3.000000,29383003.179913,36922307.923634,7.300818
1177,73,1.500000,0.098011,0.147017,True,0.145520,-0.001497,30.000000,5.000000,29383003.179913,43625665.400219,7.445051
1177,73,2.000000,0.098011,0.196022,True,0.168810,-0.027212,36.000000,3.000000,29383003.179913,50607989.305164,7.415887
1196,1343,1.250000,0.070360,0.087951,True,0.087727,-0.000223,10.000000,7.000000,21093522.249106,26299989.964725,7.505224
1196,1343,1.500000,0.070360,0.105541,True,0.087727,-0.017813,10.000000,7.000000,21093522.249106,26299989.964725,7.274371
1196,1343,2.000000,0.070360,0.140721,True,0.087727,-0.052994,10.000000,7.000000,21093522.249106,26299989.964725,7.259553
1154,1277,1.250000,0.078875,0.098594,True,0.096834,-0.001761,10.000000,8.000000,23646238.123023,29029953.206051,6.045903
1154,1277,1.500000,0.078875,0.118313,True,0.105441,-0.012872,21.000000,1.000000,23646238.123023,31610299.060893,6.070844
1154,1277,2.000000,0.078875,0.157751,True,0.105441,-0.052310,21.000000,1.000000,23646238.123023,31610299.060893,6.096168
253,659,1.250000,0.124392,0.155490,True,0.153601,-0.001890,9.000000,24.000000,37291856.458664,46048335.037741,7.692045
253,659,1.500000,0.124392,0.186588,True,0.174891,-0.011697,12.000000,25.000000,37291856.458664,52430979.867869,7.413358
253,659,2.000000,0.124392,0.248784,True,0.174891,-0.073894,12.000000,25.000000,37291856.458664,52430979.867869,7.398850
1299,145,1.250000,0.126576,0.158219,True,0.158294,0.000074,24.000000,14.000000,37946390.436376,47455302.433446,6.444453
1299,145,1.500000,0.126576,0.189863,True,0.162165,-0.027699,25.000000,13.000000,37946390.436376,48615722.244927,6.091106
1299,145,2.000000,0.126576,0.253151,True,0.162165,-0.090986,25.000000,13.000000,37946390.436376,48615722.244927,6.002052
258,37,1.250000,0.042929,0.053662,True,0.048431,-0.005230,12.000000,0.000000,12869877.368702,14519375.813734,7.567772
258,37,1.500000,0.042929,0.064394,True,0.064977,0.000583,16.000000,0.000000,12869877.368702,19479659.675671,7.527729
258,37,2.000000,0.042929,0.085859,True,0.082987,-0.002872,18.000000,0.000000,12869877.368702,24878829.932303,7.814911
133,516,1.250000,0.116346,0.145432,True,0.140958,-0.004474,23.000000,10.000000,34879518.877966,42258215.103706,6.844910
133,516,1.500000,0.116346,0.174518,True,0.174919,0.000401,36.000000,3.000000,34879518.877966,52439503.507504,6.758602
133,516,2.000000,0.116346,0.232691,True,0.181725,-0.050966,35.000000,6.000000,34879518.877966,54479740.693048,6.701560
527,710,1.250000,0.074165,0.092706,True,0.094764,0.002058,2.000000,19.000000,22234086.082126,28409489.639131,2.858454
527,710,1.500000,0.074165,0.111247,True,0.108023,-0.003224,5.000000,18.000000,22234086.082126,32384531.433187,2.627995
527,710,2.000000,0.074165,0.148330,True,0.116900,-0.031430,6.000000,21.000000,22234086.082126,35045597.581228,2.547387
1353,310,1.250000,0.139491,0.174363,True,0.163313,-0.011051,24.000000,15.000000,41818275.940725,48959908.788745,7.220476
1353,310,1.500000,0.139491,0.209236,True,0.163313,-0.045923,24.000000,15.000000,41818275.940725,48959908.788745,7.554044
1353,310,2.000000,0.139491,0.278982,True,0.163313,-0.115669,24.000000,15.000000,41818275.940725,48959908.788745,7.442522
1428,394,1.250000,0.086104,0.107630,True,0.108908,0.001278,13.000000,17.000000,25813267.311725,32649828.707054,7.289599
1428,394,1.500000,0.086104,0.129156,True,0.130972,0.001816,14.000000,20.000000,25813267.311725,39264443.870549,7.308992
1428,394,2.000000,0.086104,0.172208,True,0.139514,-0.032693,18.000000,18.000000,25813267.311725,41825332.154064,7.208424
383,945,1.250000,0.146198,0.182748,True,0.172948,-0.009799,16.000000,26.000000,43829060.032169,51848596.327283,6.706030
383,945,1.500000,0.146198,0.219297,True,0.172948,-0.046349,16.000000,26.000000,43829060.032169,51848596.327283,6.917180
383,945,2.000000,0.146198,0.292396,True,0.172948,-0.119448,16.000000,26.000000,43829060.032169,51848596.327283,6.938509
1362,692,1.250000,0.163555,0.204444,True,0.185325,-0.019119,35.000000,12.000000,49032630.097470,55558918.368669,2.252328
