source,target,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
1243,712,1.500000,0.097991,0.146987,True,0.128075,-0.018912,29.000000,3.000000,29377104.459034,38395933.422485,7.905613
1243,712,2.000000,0.097991,0.195983,True,0.128075,-0.067908,29.000000,3.000000,29377104.459034,38395933.422485,7.449011
1554,949,1.250000,0.159068,0.198835,True,0.184704,-0.014131,29.000000,14.000000,47687268.763180,55372737.511037,7.200913
1554,949,1.500000,0.159068,0.238601,True,0.184704,-0.053898,29.000000,14.000000,47687268.763180,55372737.511037,7.263969
1554,949,2.000000,0.159068,0.318135,True,0.184704,-0.133432,29.000000,14.000000,47687268.763180,55372737.511037,7.271865
1384,139,1.250000,0.111394,0.139242,True,0.141348,0.002106,21.000000,9.000000,33394997.096142,42375111.689855,4.900634
1384,139,1.500000,0.111394,0.167091,True,0.158642,-0.008449,25.000000,13.000000,33394997.096142,47559610.346309,4.914227
1384,139,2.000000,0.111394,0.222787,True,0.158642,-0.064146,25.000000,13.000000,33394997.096142,47559610.346309,4.928860
262,770,1.250000,0.091587,0.114484,True,0.112323,-0.002161,11.000000,20.000000,27457194.593964,33673544.090169,4.383646
262,770,1.500000,0.091587,0.137381,True,0.134351,-0.003030,14.000000,21.000000,27457194.593964,40277556.559736,4.250771
262,770,2.000000,0.091587,0.183175,True,0.134351,-0.048823,14.000000,21.000000,27457194.593964,40277556.559736,4.403975
12,379,1.250000,0.102580,0.128224,True,0.130697,0.002472,28.000000,1.000000,30752574.887594,39181943.257265,7.482631
12,379,1.500000,0.102580,0.153869,True,0.130697,-0.023172,28.000000,1.000000,30752574.887594,39181943.257265,7.124524
12,379,2.000000,0.102580,0.205159,True,0.130697,-0.074462,28.000000,1.000000,30752574.887594,39181943.257265,7.222388
50,99,1.250000,0.039311,0.049138,True,0.050461,0.001322,9.000000,1.000000,11785067.681302,15127685.092598,6.941520
50,99,1.500000,0.039311,0.058966,True,0.059658,0.000692,9.000000,3.000000,11785067.681302,17885007.772227,7.060764
50,99,2.000000,0.039311,0.078622,True,0.077418,-0.001203,14.000000,2.000000,11785067.681302,23209365.053947,7.093773
1442,849,1.250000,0.097008,0.121260,True,0.121342,0.000082,26.000000,7.000000,29082250.419567,36377306.244001,7.301730
1442,849,1.500000,0.097008,0.145512,True,0.144838,-0.000674,34.000000,3.000000,29082250.419567,43421288.520046,7.250641
1442,849,2.000000,0.097008,0.194016,True,0.158103,-0.035913,35.000000,4.000000,29082250.419567,47398048.960396,7.670180
27,436,1.250000,0.117915,0.147394,True,0.139845,-0.007550,30.000000,4.000000,35350152.394232,41924334.494234,6.702001
27,436,1.500000,0.117915,0.176873,True,0.139845,-0.037029,30.000000,4.000000,35350152.394232,41924334.494234,6.928100
27,436,2.000000,0.117915,0.235831,True,0.139845,-0.095986,30.000000,4.000000,35350152.394232,41924334.494234,6.718760
1091,1380,1.250000,0.062821,0.078526,True,0.078640,0.000115,17.000000,2.000000,18833188.809546,23575813.857945,6.734860
1091,1380,1.500000,0.062821,0.094231,True,0.094598,0.000367,16.000000,5.000000,18833188.809546,28359697.667754,6.711722
1091,1380,2.000000,0.062821,0.125642,True,0.094598,-0.031044,16.000000,5.000000,18833188.809546,28359697.667754,6.787456
1060,506,1.250000,0.106787,0.133484,True,0.136724,0.003240,10.000000,26.000000,32014050.636553,40988913.650135,6.822531
1060,506,1.500000,0.106787,0.160181,True,0.136724,-0.023457,10.000000,26.000000,32014050.636553,40988913.650135,6.933352
1060,506,2.000000,0.106787,0.213575,True,0.136724,-0.076850,10.000000,26.000000,32014050.636553,40988913.650135,7.244237
1312,634,1.250000,0.136823,0.171028,True,0.170037,-0.000991,37.000000,5.000000,41018404.546905,50975796.410178,6.692376
1312,634,1.500000,0.136823,0.205234,True,0.203204,-0.002030,36.000000,11.000000,41018404.546905,60919014.712307,6.809508
1312,634,2.000000,0.136823,0.273645,True,0.203204,-0.070441,36.000000,11.000000,41018404.546905,60919014.712307,6.875630
1508,201,1.250000,0.102677,0.128346,True,0.126582,-0.001764,20.000000,9.000000,30781728.801707,37948262.029386,6.644058
1508,201,1.500000,0.102677,0.154015,True,0.126582,-0.027433,20.000000,9.000000,30781728.801707,37948262.029386,6.796781
1508,201,2.000000,0.102677,0.205354,True,0.126582,-0.078772,20.000000,9.000000,30781728.801707,37948262.029386,6.772790
799,897,1.250000,0.078607,0.098258,True,0.090917,-0.007341,13.000000,4.000000,23565704.727921,27256243.461008,5.709992
799,897,1.500000,0.078607,0.117910,True,0.090917,-0.026993,13.000000,4.000000,23565704.727921,27256243.461008,5.960856
799,897,2.000000,0.078607,0.157213,True,0.090917,-0.066296,13.000000,4.000000,23565704.727921,27256243.461008,6.139654
1206,662,1.250000,0.117826,0.147283,True,0.143253,-0.004030,11.000000,26.000000,35323480.469794,42946185.553791,3.671246
1206,662,1.500000,0.117826,0.176740,True,0.143253,-0.033487,11.000000,26.000000,35323480.469794,42946185.553791,3.526029
1206,662,2.000000,0.117826,0.235653,True,0.143253,-0.092400,11.000000,26.000000,35323480.469794,42946185.553791,3.620442
688,898,1.250000,0.093876,0.117345,True,0.116723,-0.000622,7.000000,17.000000,28143220.646589,34992694.120027,6.125446
688,898,1.500000,0.093876,0.140814,True,0.133085,-0.007728,17.000000,9.000000,28143220.646589,39897986.053983,6.442263
688,898,2.000000,0.093876,0.187751,True,0.133085,-0.054666,17.000000,9.000000,28143220.646589,39897986.053983,6.184784
1331,686,1.250000,0.139398,0.174247,True,0.178167,0.003920,32.000000,11.000000,41790449.328829,53413242.519817,7.382470
1331,686,1.500000,0.139398,0.209097,True,0.209068,-0.000029,39.000000,14.000000,41790449.328829,62676972.779512,7.606312
1331,686,2.000000,0.139398,0.278796,True,0.216578,-0.062218,17.000000,34.000000,41790449.328829,64928449.090359,7.595136
334,568,1.250000,0.085170,0.106462,True,0.106421,-0.000041,9.000000,12.000000,25533220.557762,31904222.969356,6.016775
334,568,1.500000,0.085170,0.127754,True,0.128464,0.000710,12.000000,13.000000,25533220.557762,38512558.985765,5.740472
334,568,2.000000,0.085170,0.170339,True,0.129103,-0.041237,12.000000,15.000000,25533220.557762,38703982.416269,5.665052
1164,733,1.250000,0.120017,0.150021,True,0.149965,-0.000056,21.000000,14.000000,35980168.460542,44958387.229549,5.512229
1164,733,1.500000,0.120017,0.180025,True,0.162960,-0.017066,25.000000,12.000000,35980168.460542,48854068.093484,5.321297
1164,733,2.000000,0.120017,0.240034,True,0.162960,-0.077074,25.000000,12.000000,35980168.460542,48854068.093484,5.253164
284,624,1.250000,0.117962,0.147453,True,0.138643,-0.008810,12.000000,21.000000,35364189.352285,41564132.299783,4.147272
284,624,1.500000,0.117962,0.176943,True,0.138643,-0.038300,12.000000,21.000000,35364189.352285,41564132.299783,4.131650
284,624,2.000000,0.117962,0.235924,True,0.138643,-0.097281,12.000000,21.000000,35364189.352285,41564132.299783,4.028751
439,752,1.250000,0.080627,0.100784,True,0.101430,0.000646,5.000000,20.000000,24171363.719500,30407882.799374,5.281938
439,752,1.500000,0.080627,0.120940,True,0.119381,-0.001559,6.000000,23.000000,24171363.719500,35789666.572955,5.227033
439,752,2.000000,0.080627,0.161254,True,0.132736,-0.028518,6.000000,25.000000,24171363.719500,39793114.072353,5.273952
1119,830,1.250000,0.064353,0.080441,True,0.081247,0.000806,7.000000,12.000000,19292540.163117,24357321.560290,6.563000
1119,830,1.500000,0.064353,0.096529,True,0.095169,-0.001360,5.000000,16.000000,19292540.163117,28531063.852464,6.343379
1119,830,2.000000,0.064353,0.128706,True,0.116499,-0.012207,10.000000,15.000000,19292540.163117,34925523.653324,6.487013
1308,1384,1.250000,0.074188,0.092735,True,0.094902,0.002166,11.000000,9.000000,22241045.863837,28450785.627520,7.413051
1308,1384,1.500000,0.074188,0.111282,True,0.094902,-0.016381,11.000000,9.000000,22241045.863837,28450785.627520,7.560152
1308,1384,2.000000,0.074188,0.148376,True,0.094902,-0.053475,11.000000,9.000000,22241045.863837,28450785.627520,7.397530
1293,1490,1.250000,0.040875,0.051093,True,0.048939,-0.002154,9.000000,2.000000,12253904.780551,14671519.410087,6.633498
1293,1490,1.500000,0.040875,0.061312,True,0.063716,0.002404,13.000000,2.000000,12253904.780551,19101565.894531,6.528543
1293,1490,2.000000,0.040875,0.081749,True,0.084901,0.003152,14.000000,4.000000,12253904.780551,25452655.394920,6.530497
868,920,1.250000,0.059011,0.073763,True,0.074976,0.001213,12.000000,1.000000,17690928.371974,22477303.537066,6.940772
868,920,1.500000,0.059011,0.088516,True,0.074976,-0.013540,12.000000,1.000000,17690928.371974,22477303.537066,6.690386
868,920,2.000000,0.059011,0.118021,True,0.074976,-0.043045,12.000000,1.000000,17690928.371974,22477303.537066,6.644371
234,903,1.250000,0.161675,0.202094,True,0.200832,-0.001262,30.000000,19.000000,48468972.835613,60207776.030591,6.613646
234,903,1.500000,0.161675,0.242513,True,0.205432,-0.037080,30.000000,19.000000,48468972.835613,61587061.897059,6.719459
234,903,2.000000,0.161675,0.323350,True,0.205432,-0.117918,30.000000,19.000000,48468972.835613,61587061.897059,6.797700
1214,1411,1.250000,0.037256,0.046570,True,0.054165,0.007595,8.000000,5.000000,11169142.909760,16238367.553568,6.718384
1214,1411,1.500000,0.037256,0.055884,True,0.054165,-0.001719,8.000000,5.000000,11169142.909760,16238367.553568,6.704916
1214,1411,2.000000,0.037256,0.074513,True,0.074207,-0.000306,11.000000,6.000000,11169142.909760,22246645.001952,6.715348
1384,573,1.250000,0.137385,0.171731,True,0.167576,-0.004154,33.000000,11.000000,41186849.459515,50238129.321012,5.090635
1384,573,1.500000,0.137385,0.206077,True,0.167576,-0.038500,33.000000,11.000000,41186849.459515,50238129.321012,4.912707
1384,573,2.000000,0.137385,0.274769,True,0.167576,-0.107193,33.000000,11.000000,41186849.459515,50238129.321012,4.773707
291,399,1.250000,0.029706,0.037132,True,0.036946,-0.000186,6.000000,2.000000,8905522.565458,11076026.283763,6.080353
291,399,1.500000,0.029706,0.044558,True,0.044883,0.000324,3.000000,7.000000,8905522.565458,13455503.699531,5.951711
291,399,2.000000,0.029706,0.059411,True,0.059149,-0.000263,7.000000,7.000000,8905522.565458,17732332.462436,6.057949
1048,1182,1.250000,0.034324,0.042905,True,0.043026,0.000121,10.000000,1.000000,10290062.834909,12898854.318968,6.539915
1048,1182,1.500000,0.034324,0.051486,True,0.050770,-0.000716,9.000000,2.000000,10290062.834909,15220574.873551,6.542599
1048,1182,2.000000,0.034324,0.068648,True,0.069331,0.000683,10.000000,5.000000,10290062.834909,20784799.166355,6.426781
1360,87,1.250000,0.065926,0.082408,True,0.081516,-0.000891,11.000000,9.000000,19764145.135286,24437922.407254,2.128177
1360,87,1.500000,0.065926,0.098889,True,0.081516,-0.017373,11.000000,9.000000,19764145.135286,24437922.407254,2.182037
1360,87,2.000000,0.065926,0.131852,True,0.081516,-0.050336,11.000000,9.000000,19764145.135286,24437922.407254,2.183170
500,718,1.250000,0.048431,0.060538,True,0.061288,0.000750,15.000000,0.000000,14519099.378534,18373601.603905,6.895800
500,718,1.500000,0.048431,0.072646,True,0.074568,0.001922,16.000000,1.000000,14519099.378534,22354815.685382,6.538413
500,718,2.000000,0.048431,0.096861,True,0.091636,-0.005225,16.000000,3.000000,14519099.378534,27471897.647918,6.714519
1003,766,1.250000,0.071481,0.089352,True,0.087021,-0.002331,17.000000,2.000000,21429589.643559,26088162.272433,7.071689
1003,766,1.500000,0.071481,0.107222,True,0.094604,-0.012618,17.000000,2.000000,21429589.643559,28361671.350512,7.146077
1003,766,2.000000,0.071481,0.142963,True,0.094604,-0.048358,17.000000,2.000000,21429589.643559,28361671.350512,7.027131
1183,669,1.250000,0.128744,0.160930,True,0.160596,-0.000333,33.000000,7.000000,38596394.447591,48145534.047485,6.116303
1183,669,1.500000,0.128744,0.193116,True,0.179158,-0.013958,40.000000,6.000000,38596394.447591,53710155.545933,6.213534
1183,669,2.000000,0.128744,0.257487,True,0.179158,-0.078330,40.000000,6.000000,38596394.447591,53710155.545933,6.277691
1011,1360,1.250000,0.072533,0.090666,True,0.089372,-0.001294,6.000000,16.000000,21744873.060142,26793027.332673,6.228949
1011,1360,1.500000,0.072533,0.108800,True,0.109543,0.000744,13.000000,13.000000,21744873.060142,32840296.917973,5.827086
1011,1360,2.000000,0.072533,0.145066,True,0.113894,-0.031172,15.000000,11.000000,21744873.060142,34144563.416375,6.029984
695,733,1.250000,0.045794,0.057242,True,0.057188,-0.000055,11.000000,2.000000,13728655.327008,17144397.225013,7.577650
695,733,1.500000,0.045794,0.068691,True,0.070178,0.001487,12.000000,3.000000,13728655.327008,21038798.283731,7.805179
695,733,2.000000,0.045794,0.091588,True,0.071005,-0.020583,12.000000,3.000000,13728655.327008,21286777.842290,7.617696
1344,813,1.250000,0.102613,0.128267,True,0.127392,-0.000875,19.000000,18.000000,30762695.442317,38191129.957706,4.499906
1344,813,1.500000,0.102613,0.153920,True,0.149579,-0.004341,24.000000,17.000000,30762695.442317,44842771.060635,4.849244
1344,813,2.000000,0.102613,0.205227,True,0.149579,-0.055647,24.000000,17.000000,30762695.442317,44842771.060635,4.775525
1427,529,1.250000,0.130866,0.163583,True,0.164210,0.000627,15.000000,30.000000,39232722.731556,49228876.381023,3.814928
1427,529,1.500000,0.130866,0.196299,True,0.164210,-0.032090,15.000000,30.000000,39232722.731556,49228876.381023,3.839956
1427,529,2.000000,0.130866,0.261733,True,0.164210,-0.097523,15.000000,30.000000,39232722.731556,49228876.381023,4.174601
1009,1237,1.250000,0.087232,0.109040,True,0.104054,-0.004986,15.000000,9.000000,26151408.459171,31194548.605365,2.516723
1009,1237,1.500000,0.087232,0.130848,True,0.117372,-0.013476,16.000000,12.000000,26151408.459171,35187168.201183,2.541945
1009,1237,2.000000,0.087232,0.174463,True,0.117372,-0.057092,16.000000,12.000000,26151408.459171,35187168.201183,2.507637
1128,519,1.250000,0.137255,0.171569,True,0.173282,0.001713,45.000000,1.000000,41148014.569166,51948614.672189,7.714032
1128,519,1.500000,0.137255,0.205883,True,0.182346,-0.023536,46.000000,2.000000,41148014.569166,54666020.523114,7.580736
1128,519,2.000000,0.137255,0.274510,True,0.182346,-0.092164,46.000000,2.000000,41148014.569166,54666020.523114,7.706036
1182,331,1.250000,0.157128,0.196410,True,0.196017,-0.000393,13.000000,37.000000,47105776.185199,58764308.345637,5.989708
1182,331,1.500000,0.157128,0.235692,True,0.198480,-0.037212,39.000000,11.000000,47105776.185199,59502873.865965,6.343868
1182,331,2.000000,0.157128,0.314256,True,0.198480,-0.115776,39.000000,11.000000,47105776.185199,59502873.865965,6.003510
1190,500,1.250000,0.157153,0.196442,True,0.196242,-0.000200,18.000000,31.000000,47113360.076363,58831801.026240,7.437804
1190,500,1.500000,0.157153,0.235730,True,0.209766,-0.025964,19.000000,32.000000,47113360.076363,62886128.966569,7.824988
1190,500,2.000000,0.157153,0.314307,True,0.209766,-0.104541,19.000000,32.000000,47113360.076363,62886128.966569,7.507231
100,474,1.250000,0.057402,0.071753,True,0.067596,-0.004156,16.000000,2.000000,17208696.550788,20264832.431464,7.530867
100,474,1.500000,0.057402,0.086103,True,0.085367,-0.000737,19.000000,3.000000,17208696.550788,25592246.815504,7.230852
100,474,2.000000,0.057402,0.114804,True,0.116012,0.001208,24.000000,2.000000,17208696.550788,34779462.872960,7.414459
268,338,1.250000,0.037974,0.047468,True,0.046360,-0.001107,8.000000,2.000000,11384338.069091,13898464.913591,3.196298
268,338,1.500000,0.037974,0.056961,True,0.050209,-0.006752,7.000000,3.000000,11384338.069091,15052226.815413,3.134298
268,338,2.000000,0.037974,0.075948,True,0.068988,-0.006960,11.000000,3.000000,11384338.069091,20682042.967130,3.245927
348,991,1.250000,0.130885,0.163607,True,0.165242,0.001635,16.000000,26.000000,39238441.623523,49538218.334851,4.891473
348,991,1.500000,0.130885,0.196328,True,0.166710,-0.029618,15.000000,27.000000,39238441.623523,49978511.736955,5.055212
348,991,2.000000,0.130885,0.261771,True,0.166710,-0.095060,15.000000,27.000000,39238441.623523,49978511.736955,5.211022
1400,571,1.250000,0.158306,0.197882,True,0.182607,-0.015275,33.000000,13.000000,47458805.417989,54744219.302037,5.174138
1400,571,1.500000,0.158306,0.237458,True,0.182607,-0.054851,33.000000,13.000000,47458805.417989,54744219.302037,5.069615
1400,571,2.000000,0.158306,0.316611,True,0.182607,-0.134004,33.000000,13.000000,47458805.417989,54744219.302037,5.114406
332,560,1.250000,0.085507,0.106884,True,0.107933,0.001049,20.000000,5.000000,25634312.901791,32357431.298755,5.593014
332,560,1.500000,0.085507,0.128260,True,0.128749,0.000489,18.000000,9.000000,25634312.901791,38597990.041991,5.460328
332,560,2.000000,0.085507,0.171014,True,0.131460,-0.039554,4.000000,23.000000,25634312.901791,39410594.530059,5.698496
115,495,1.250000,0.093638,0.117047,True,0.116196,-0.000852,27.000000,3.000000,28071915.684204,34834592.452171,6.354638
115,495,1.500000,0.093638,0.140457,True,0.116196,-0.024261,27.000000,3.000000,28071915.684204,34834592.452171,6.420618
115,495,2.000000,0.093638,0.187276,True,0.116196,-0.071080,27.000000,3.000000,28071915.684204,34834592.452171,6.409590
1388,595,1.250000,0.125789,0.157237,True,0.139998,-0.017238,17.000000,23.000000,37710708.950301,41970487.696331,2.463246
1388,595,1.500000,0.125789,0.188684,True,0.139998,-0.048686,17.000000,23.000000,37710708.950301,41970487.696331,2.346155
1388,595,2.000000,0.125789,0.251579,True,0.139998,-0.111580,17.000000,23.000000,37710708.950301,41970487.696331,2.374066
1182,1454,1.250000,0.093793,0.117241,True,0.115752,-0.001490,23.000000,5.000000,28118489.012330,34701520.267588,5.982676
1182,1454,1.500000,0.093793,0.140690,True,0.139003,-0.001687,20.000000,12.000000,28118489.012330,41671919.163754,5.953195
1182,1454,2.000000,0.093793,0.187586,True,0.139003,-0.048584,20.000000,12.000000,28118489.012330,41671919.163754,5.919513
1440,1549,1.250000,0.021841,0.027301,True,0.032929,0.005628,7.000000,0.000000,6547769.094833,9871947.304973,6.881746
1440,1549,1.500000,0.021841,0.032762,True,0.032929,0.000168,7.000000,0.000000,6547769.094833,9871947.304973,6.838474
1440,1549,2.000000,0.021841,0.043682,True,0.042036,-0.001646,9.000000,0.000000,6547769.094833,12601945.284074,6.775450
406,779,1.250000,0.063797,0.079746,True,0.082920,0.003174,21.000000,0.000000,19125782.936529,24858702.574065,7.652424
406,779,1.500000,0.063797,0.095695,True,0.096255,0.000560,25.000000,0.000000,19125782.936529,28856549.905828,7.618534
406,779,2.000000,0.063797,0.127593,True,0.124360,-0.003233,25.000000,6.000000,19125782.936529,37282227.649435,8.002477
1299,929,1.250000,0.083752,0.104690,True,0.105103,0.000412,17.000000,7.000000,25108300.285824,31508996.307919,6.731723
1299,929,1.500000,0.083752,0.125628,True,0.124711,-0.000917,26.000000,4.000000,25108300.285824,37387430.082618,6.823975
1299,929,2.000000,0.083752,0.167505,True,0.140361,-0.027144,18.000000,14.000000,25108300.285824,42079153.801292,6.704898
1389,406,1.250000,0.133815,0.167269,False,,,,,40116802.429234,,1.637273
1389,406,1.500000,0.133815,0.200723,False,,,,,40116802.429234,,1.571190
1389,406,2.000000,0.133815,0.267630,False,,,,,40116802.429234,,1.588283
150,62,1.250000,0.014508,0.018135,False,,,,,4349455.509859,,1.459520
150,62,1.500000,0.014508,0.021762,False,,,,,4349455.509859,,1.464095
150,62,2.000000,0.014508,0.029016,False,,,,,4349455.509859,,1.480284
523,838,1.250000,0.093752,0.117190,True,0.115367,-0.001824,7.000000,20.000000,28106191.855488,34586044.607141,6.893501
523,838,1.500000,0.093752,0.140628,True,0.115367,-0.025262,7.000000,20.000000,28106191.855488,34586044.607141,6.966086
523,838,2.000000,0.093752,0.187504,True,0.115367,-0.072138,7.000000,20.000000,28106191.855488,34586044.607141,6.848027
1061,265,1.250000,0.145494,0.181868,True,0.169546,-0.012322,18.000000,25.000000,43618128.250216,50828561.552640,6.515668
1061,265,1.500000,0.145494,0.218242,True,0.169546,-0.048696,18.000000,25.000000,43618128.250216,50828561.552640,6.717282
1061,265,2.000000,0.145494,0.290989,True,0.169546,-0.121443,18.000000,25.000000,43618128.250216,50828561.552640,6.431578
1046,1403,1.250000,0.085739,0.107174,True,0.106237,-0.000937,17.000000,6.000000,25703887.749980,31848922.478556,7.361923
1046,1403,1.500000,0.085739,0.128608,True,0.113957,-0.014651,19.000000,6.000000,25703887.749980,34163432.889291,7.246974
1046,1403,2.000000,0.085739,0.171478,True,0.113957,-0.057521,19.000000,6.000000,25703887.749980,34163432.889291,7.028360
1294,1320,1.250000,0.032779,0.040974,True,0.043834,0.002860,5.000000,4.000000,9826941.444807,13141181.237019,2.996786
1294,1320,1.500000,0.032779,0.049169,True,0.048030,-0.001139,7.000000,4.000000,9826941.444807,14398885.646974,2.950527
1294,1320,2.000000,0.032779,0.065558,True,0.052926,-0.012633,7.000000,4.000000,9826941.444807,15866706.736286,2.933835
312,660,1.250000,0.078554,0.098193,True,0.099558,0.001366,8.000000,17.000000,23549996.329669,29846882.829014,5.716719
312,660,1.500000,0.078554,0.117831,True,0.117810,-0.000022,9.000000,18.000000,23549996.329669,35318495.267498,5.858280
312,660,2.000000,0.078554,0.157109,True,0.127332,-0.029777,11.000000,18.000000,23549996.329669,38173194.670667,5.626680
1022,1175,1.250000,0.030817,0.038521,True,0.039707,0.001186,7.000000,0.000000,9238652.171699,11903894.339824,7.661523
1022,1175,1.500000,0.030817,0.046225,True,0.044626,-0.001599,11.000000,0.000000,9238652.171699,13378478.814636,7.544713
1022,1175,2.000000,0.030817,0.061634,True,0.057528,-0.004106,12.000000,0.000000,9238652.171699,17246424.889957,7.438086
1107,1459,1.250000,0.057990,0.072488,True,0.075968,0.003480,19.000000,0.000000,17385047.495442,22774562.192737,7.445419
1107,1459,1.500000,0.057990,0.086985,True,0.089066,0.002081,21.000000,0.000000,17385047.495442,26701301.239565,7.564564
1107,1459,2.000000,0.057990,0.115981,True,0.094096,-0.021885,23.000000,0.000000,17385047.495442,28209149.830534,7.574891
606,807,1.250000,0.048224,0.060280,True,0.060002,-0.000278,10.000000,3.000000,14457290.577857,17988168.638647,7.189841
606,807,1.500000,0.048224,0.072336,True,0.065556,-0.006781,11.000000,4.000000,14457290.577857,19653080.881864,7.571620
606,807,2.000000,0.048224,0.096449,True,0.065556,-0.030893,11.000000,4.000000,14457290.577857,19653080.881864,7.634218
1087,635,1.250000,0.135339,0.169173,True,0.169379,0.000206,36.000000,4.000000,40573512.817822,50778603.833400,7.521702
1087,635,1.500000,0.135339,0.203008,True,0.186989,-0.016019,40.000000,4.000000,40573512.817822,56057916.254752,7.273648
1087,635,2.000000,0.135339,0.270677,True,0.186989,-0.083688,40.000000,4.000000,40573512.817822,56057916.254752,7.430122
8,820,1.250000,0.135030,0.168788,True,0.165308,-0.003480,44.000000,0.000000,40481081.708857,49557977.399676,7.263356
8,820,1.500000,0.135030,0.202546,True,0.182282,-0.020263,44.000000,2.000000,40481081.708857,54646819.440770,7.210399
8,820,2.000000,0.135030,0.270061,True,0.182282,-0.087779,44.000000,2.000000,40481081.708857,54646819.440770,7.486500
523,888,1.250000,0.113302,0.141628,True,0.139841,-0.001787,23.000000,8.000000,33967123.397101,41923303.954049,6.721676
523,888,1.500000,0.113302,0.169953,True,0.149316,-0.020637,25.000000,8.000000,33967123.397101,44763879.359846,6.705041
523,888,2.000000,0.113302,0.226604,True,0.149316,-0.077288,25.000000,8.000000,33967123.397101,44763879.359846,6.383896
242,651,1.250000,0.117958,0.147448,True,0.144823,-0.002625,24.000000,10.000000,35363067.585458,43416748.596920,4.347881
242,651,1.500000,0.117958,0.176938,True,0.144823,-0.032115,24.000000,10.000000,35363067.585458,43416748.596920,4.344092
242,651,2.000000,0.117958,0.235917,True,0.144823,-0.091094,24.000000,10.000000,35363067.585458,43416748.596920,4.493075
371,88,1.250000,0.058910,0.073638,True,0.075191,0.001553,18.000000,2.000000,17660854.540464,22541569.368539,2.597973
371,88,1.500000,0.058910,0.088365,True,0.079547,-0.008818,20.000000,2.000000,17660854.540464,23847616.277281,2.539422
371,88,2.000000,0.058910,0.117821,True,0.079547,-0.038273,20.000000,2.000000,17660854.540464,23847616.277281,2.556481
1328,367,1.250000,0.137239,0.171549,True,0.171849,0.000300,37.000000,5.000000,41143186.557819,51519038.270726,6.991188
1328,367,1.500000,0.137239,0.205858,True,0.185664,-0.020194,42.000000,4.000000,41143186.557819,55660722.546002,6.830618
1328,367,2.000000,0.137239,0.274478,True,0.185664,-0.088814,42.000000,4.000000,41143186.557819,55660722.546002,6.781057
1280,902,1.250000,0.080623,0.100779,True,0.101746,0.000967,19.000000,7.000000,24170182.886246,30502680.080695,5.761041
1280,902,1.500000,0.080623,0.120935,True,0.101746,-0.019189,19.000000,7.000000,24170182.886246,30502680.080695,5.996115
1280,902,2.000000,0.080623,0.161246,True,0.101746,-0.059500,19.000000,7.000000,24170182.886246,30502680.080695,5.813930
341,961,1.250000,0.117624,0.147031,True,0.147319,0.000288,39.000000,0.000000,35262936.229403,44165057.993185,7.535298
341,961,1.500000,0.117624,0.176437,True,0.173583,-0.002854,43.000000,0.000000,35262936.229403,52038818.373150,7.689984
341,961,2.000000,0.117624,0.235249,True,0.182499,-0.052750,45.000000,0.000000,35262936.229403,54711943.979077,7.502370
222,891,1.250000,0.157019,0.196274,True,0.187641,-0.008633,41.000000,5.000000,47073144.610483,56253327.704555,2.528678
222,891,1.500000,0.157019,0.235529,True,0.187641,-0.047888,41.000000,5.000000,47073144.610483,56253327.704555,2.599637
222,891,2.000000,0.157019,0.314038,True,0.187641,-0.126397,41.000000,5.000000,47073144.610483,56253327.704555,2.514172
1203,211,1.250000,0.106251,0.132814,True,0.136915,0.004101,34.000000,2.000000,31853201.250946,41046044.641535,5.488394
1203,211,1.500000,0.106251,0.159376,True,0.147066,-0.012310,35.000000,5.000000,31853201.250946,44089265.265799,5.620350
1203,211,2.000000,0.106251,0.212502,True,0.147066,-0.065436,35.000000,5.000000,31853201.250946,44089265.265799,5.575750
26,381,1.250000,0.077727,0.097158,True,0.097170,0.000011,23.000000,1.000000,23301892.755655,29130708.441725,7.484504
26,381,1.500000,0.077727,0.116590,True,0.112911,-0.003679,21.000000,5.000000,23301892.755655,33849976.379421,7.012432
26,381,2.000000,0.077727,0.155453,True,0.130694,-0.024759,28.000000,2.000000,23301892.755655,39181198.764962,7.150539
1278,555,1.250000,0.131150,0.163938,True,0.164246,0.000308,15.000000,26.000000,39317820.017658,49239698.825940,7.098363
1278,555,1.500000,0.131150,0.196725,True,0.194879,-0.001846,19.000000,30.000000,39317820.017658,58423203.913314,7.098913
1278,555,2.000000,0.131150,0.262300,True,0.194879,-0.067421,19.000000,30.000000,39317820.017658,58423203.913314,7.076214
1370,1409,1.250000,0.039466,0.049332,True,0.047664,-0.001668,6.000000,4.000000,11831557.569469,14289322.449694,3.613039
1370,1409,1.500000,0.039466,0.059199,True,0.060456,0.001257,4.000000,8.000000,11831557.569469,18124173.408912,3.580798
1370,1409,2.000000,0.039466,0.078932,True,0.065113,-0.013818,3.000000,9.000000,11831557.569469,19520497.285715,3.704290
1270,524,1.250000,0.136480,0.170600,True,0.167634,-0.002967,17.000000,26.000000,40915772.520328,50255341.763059,6.888396
1270,524,1.500000,0.136480,0.204720,True,0.167634,-0.037087,17.000000,26.000000,40915772.520328,50255341.763059,7.081030
1270,524,2.000000,0.136480,0.272961,True,0.167634,-0.105327,17.000000,26.000000,40915772.520328,50255341.763059,6.717094
3,902,1.250000,0.119840,0.149800,True,0.148572,-0.001228,6.000000,37.000000,35927139.032524,44540762.371967,6.200716
