source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021055,0.026319,True,0.026725,0.000406,4.000000,2.000000,6312099.814530,8011879.920536,6.572923
10028,10010,city,1.500000,0.021055,0.031582,True,0.031538,-0.000045,3.000000,3.000000,6312099.814530,9454764.744807,6.740076
10028,10010,city,2.000000,0.021055,0.042110,True,0.037908,-0.004201,5.000000,3.000000,6312099.814530,11364640.631345,6.812663
10064,10028,city,1.250000,0.041230,0.051538,True,0.052407,0.000869,4.000000,8.000000,12360482.335040,15711254.550703,6.682318
10064,10028,city,1.500000,0.041230,0.061845,True,0.061202,-0.000643,5.000000,7.000000,12360482.335040,18347885.748364,6.351173
10064,10028,city,2.000000,0.041230,0.082460,True,0.071452,-0.011008,6.000000,9.000000,12360482.335040,21420808.963007,6.265085
10025,10035,city,1.250000,0.055371,0.069213,True,0.075178,0.005964,2.000000,13.000000,16599686.799753,22537696.351591,1.806476
10025,10035,city,1.500000,0.055371,0.083056,True,0.079589,-0.003466,3.000000,14.000000,16599686.799753,23860314.870589,1.823454
10025,10035,city,2.000000,0.055371,0.110741,True,0.088676,-0.022065,4.000000,15.000000,16599686.799753,26584514.288949,1.829808
10179,10001,city,1.250000,0.055984,0.069980,True,0.071309,0.001330,5.000000,12.000000,16783505.734771,21378019.853170,5.157901
10179,10001,city,1.500000,0.055984,0.083976,True,0.084434,0.000459,7.000000,12.000000,16783505.734771,25312799.817698,5.137254
10179,10001,city,2.000000,0.055984,0.111967,True,0.093537,-0.018431,7.000000,14.000000,16783505.734771,28041588.923669,5.145744
10883,10255,city,1.250000,0.051959,0.064949,False,,,,,15577012.173049,,1.331221
10883,10255,city,1.500000,0.051959,0.077939,False,,,,,15577012.173049,,1.316652
10883,10255,city,2.000000,0.051959,0.103919,False,,,,,15577012.173049,,1.365808
10300,10065,city,1.250000,0.008661,0.010826,True,0.016521,0.005695,4.000000,1.000000,2596506.966714,4952920.076965,2.506298
10300,10065,city,1.500000,0.008661,0.012992,True,0.016521,0.003530,4.000000,1.000000,2596506.966714,4952920.076965,2.619939
10300,10065,city,2.000000,0.008661,0.017322,True,0.016521,-0.000801,4.000000,0.000000,2596506.966714,4952920.076965,2.477998
