source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021281,0.026601,True,0.027474,0.000873,2.000000,4.000000,6379736.004181,8236351.799488,6.242377
10028,10010,city,1.500000,0.021281,0.031921,True,0.030508,-0.001413,3.000000,4.000000,6379736.004181,9145936.754823,5.949893
10028,10010,city,2.000000,0.021281,0.042561,True,0.045145,0.002584,3.000000,7.000000,6379736.004181,13534253.904787,5.933989
10064,10028,city,1.250000,0.040138,0.050172,True,0.050851,0.000679,1.000000,8.000000,12032955.776808,15244770.647349,4.901652
10064,10028,city,1.500000,0.040138,0.060206,True,0.060269,0.000063,4.000000,8.000000,12032955.776808,18068314.668195,5.055746
10064,10028,city,2.000000,0.040138,0.080275,True,0.073101,-0.007175,4.000000,10.000000,12032955.776808,21915034.550179,4.982147
10025,10035,city,1.250000,0.059168,0.073961,True,0.074492,0.000531,3.000000,13.000000,17738240.957366,22332125.942529,5.836360
10025,10035,city,1.500000,0.059168,0.088753,True,0.088240,-0.000512,4.000000,16.000000,17738240.957366,26453788.574736,5.886867
10025,10035,city,2.000000,0.059168,0.118337,True,0.105837,-0.012500,9.000000,15.000000,17738240.957366,31729175.136756,5.895532
10179,10001,city,1.250000,0.055660,0.069575,True,0.070484,0.000909,3.000000,13.000000,16686329.446292,21130453.530643,3.784501
10179,10001,city,1.500000,0.055660,0.083489,True,0.083749,0.000259,3.000000,17.000000,16686329.446292,25107278.851330,3.384442
10179,10001,city,2.000000,0.055660,0.111319,True,0.093056,-0.018263,5.000000,17.000000,16686329.446292,27897456.804867,3.550490
10883,10255,city,1.250000,0.051907,0.064883,True,0.079306,0.014422,3.000000,10.000000,15561202.114049,23775199.716214,2.399491
10883,10255,city,1.500000,0.051907,0.077860,True,0.079306,0.001446,3.000000,10.000000,15561202.114049,23775199.716214,2.319979
10883,10255,city,2.000000,0.051907,0.103813,True,0.104219,0.000406,3.000000,15.000000,15561202.114049,31244132.837533,2.473685
10300,10065,city,1.250000,0.006847,0.008559,False,,,,,2052674.188369,,1.314879
10300,10065,city,1.500000,0.006847,0.010270,False,,,,,2052674.188369,,1.278328
10300,10065,city,2.000000,0.006847,0.013694,False,,,,,2052674.188369,,1.259484
