source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022157,0.027696,True,0.027566,-0.000130,4.000000,2.000000,6642415.646761,8263980.745315,4.376360
10028,10010,city,1.500000,0.022157,0.033235,True,0.033320,0.000085,5.000000,3.000000,6642415.646761,9989027.970685,4.514335
10028,10010,city,2.000000,0.022157,0.044313,True,0.040694,-0.003620,7.000000,3.000000,6642415.646761,12199646.524144,4.392007
10064,10028,city,1.250000,0.041049,0.051312,True,0.052128,0.000816,1.000000,9.000000,12306311.854499,15627541.427953,2.558936
10064,10028,city,1.500000,0.041049,0.061574,True,0.059968,-0.001606,2.000000,10.000000,12306311.854499,17978044.597269,2.476649
10064,10028,city,2.000000,0.041049,0.082099,True,0.077906,-0.004193,4.000000,12.000000,12306311.854499,23355546.758439,2.574395
10025,10035,city,1.250000,0.059589,0.074486,True,0.071243,-0.003243,4.000000,12.000000,17864242.492007,21358021.599699,2.379434
10025,10035,city,1.500000,0.059589,0.089383,True,0.088621,-0.000762,5.000000,15.000000,17864242.492007,26567859.760993,2.339600
10025,10035,city,2.000000,0.059589,0.119177,True,0.097639,-0.021539,6.000000,16.000000,17864242.492007,29271312.760745,2.395482
10179,10001,city,1.250000,0.056224,0.070280,True,0.070806,0.000526,3.000000,15.000000,16855527.166602,21226957.538939,5.334586
10179,10001,city,1.500000,0.056224,0.084336,True,0.084243,-0.000093,4.000000,14.000000,16855527.166602,25255312.261097,5.203458
10179,10001,city,2.000000,0.056224,0.112448,True,0.097662,-0.014786,7.000000,15.000000,16855527.166602,29278414.927082,5.196496
10883,10255,city,1.250000,0.052123,0.065153,False,,,,,15625987.107115,,1.341075
10883,10255,city,1.500000,0.052123,0.078184,False,,,,,15625987.107115,,1.343789
10883,10255,city,2.000000,0.052123,0.104245,False,,,,,15625987.107115,,1.631740
10300,10065,city,1.250000,0.008932,0.011166,True,0.016629,0.005463,2.000000,1.000000,2677880.929487,4985151.206924,1.887801
10300,10065,city,1.500000,0.008932,0.013399,True,0.016629,0.003230,2.000000,1.000000,2677880.929487,4985151.206924,1.798427
10300,10065,city,2.000000,0.008932,0.017865,True,0.016629,-0.001236,2.000000,1.000000,2677880.929487,4985151.206924,1.679868
