source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021126,0.026407,True,0.026579,0.000172,4,2,6333283.342109,7968040.862390,6.799144
10028,10010,city,1.500000,0.021126,0.031688,True,0.031386,-0.000302,3,3,6333283.342109,9409278.215535,6.520309
10028,10010,city,2.000000,0.021126,0.042251,True,0.037960,-0.004291,5,3,6333283.342109,11380147.180730,6.711774
10064,10028,city,1.250000,0.041642,0.052053,True,0.052092,0.000039,5,6,12483979.425715,15616799.573165,4.685800
10064,10028,city,1.500000,0.041642,0.062463,True,0.062741,0.000277,3,8,12483979.425715,18809160.351363,4.700814
10064,10028,city,2.000000,0.041642,0.083284,True,0.077534,-0.005751,4,10,12483979.425715,23243998.299655,4.871173
10025,10035,city,1.250000,0.055177,0.068971,True,0.069471,0.000500,10,4,16541574.900088,20826842.655826,5.690586
10025,10035,city,1.500000,0.055177,0.082765,True,0.083514,0.000749,9,10,16541574.900088,25036837.223001,5.592576
10025,10035,city,2.000000,0.055177,0.110354,True,0.092725,-0.017628,9,12,16541574.900088,27798370.636465,5.589825
10179,10001,city,1.250000,0.056165,0.070206,True,0.071636,0.001430,3,14,16837751.172938,21476023.018767,5.404515
10179,10001,city,1.500000,0.056165,0.084247,True,0.084762,0.000515,5,14,16837751.172938,25411153.658820,5.310732
10179,10001,city,2.000000,0.056165,0.112329,True,0.098658,-0.013672,6,17,16837751.172938,29576791.487070,5.383226
10883,10255,city,1.250000,0.051988,0.064985,True,0.074747,0.009762,6,7,15585673.574431,22408733.899105,2.622457
10883,10255,city,1.500000,0.051988,0.077982,True,0.079992,0.002010,2,12,15585673.574431,23980967.138398,2.421882
10883,10255,city,2.000000,0.051988,0.103976,True,0.093411,-0.010565,3,15,15585673.574431,28003951.270824,2.479849
10300,10065,city,1.250000,0.008483,0.010604,True,0.008705,-0.001899,2,0,2543159.176631,2609631.770594,2.519113
10300,10065,city,1.500000,0.008483,0.012725,True,0.016279,0.003554,4,1,2543159.176631,4880245.954859,2.628098
10300,10065,city,2.000000,0.008483,0.016966,True,0.016279,-0.000687,4,0,2543159.176631,4880245.954859,2.680060
