source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.020920,0.026150,True,0.027009,0.000859,3.000000,3.000000,6271765.667736,8097101.014395,6.725051
10028,10010,city,1.500000,0.020920,0.031381,True,0.031393,0.000012,5.000000,2.000000,6271765.667736,9411353.010793,6.796961
10028,10010,city,2.000000,0.020920,0.041841,True,0.044967,0.003126,3.000000,7.000000,6271765.667736,13480724.798547,6.632906
10064,10028,city,1.250000,0.042526,0.053157,True,0.053881,0.000723,1.000000,8.000000,12748956.826737,16153057.020474,3.865538
10064,10028,city,1.500000,0.042526,0.063789,True,0.063526,-0.000263,6.000000,6.000000,12748956.826737,19044724.851314,3.852072
10064,10028,city,2.000000,0.042526,0.085052,True,0.080995,-0.004057,3.000000,12.000000,12748956.826737,24281739.119917,4.077885
10025,10035,city,1.250000,0.060490,0.075612,True,0.079874,0.004262,4.000000,12.000000,18134361.775693,23945625.582080,3.419734
10025,10035,city,1.500000,0.060490,0.090735,True,0.093454,0.002720,6.000000,14.000000,18134361.775693,28016905.579927,3.338363
10025,10035,city,2.000000,0.060490,0.120979,True,0.093454,-0.027525,6.000000,14.000000,18134361.775693,28016905.579927,3.296058
10179,10001,city,1.250000,0.052692,0.065865,True,0.062795,-0.003071,1.000000,12.000000,15796685.106649,18825326.767415,3.834338
10179,10001,city,1.500000,0.052692,0.079038,True,0.080599,0.001561,2.000000,17.000000,15796685.106649,24162903.821394,4.024485
10179,10001,city,2.000000,0.052692,0.105384,True,0.098733,-0.006652,5.000000,18.000000,15796685.106649,29599299.782264,3.963901
10883,10255,city,1.250000,0.051584,0.064480,True,0.074808,0.010328,1.000000,13.000000,15464521.355298,22426970.348226,3.527049
10883,10255,city,1.500000,0.051584,0.077376,True,0.074808,-0.002568,1.000000,13.000000,15464521.355298,22426970.348226,3.829760
10883,10255,city,2.000000,0.051584,0.103168,True,0.105702,0.002534,3.000000,19.000000,15464521.355298,31688628.043044,3.482875
10300,10065,city,1.250000,0.009213,0.011516,False,,,,,2761926.581601,,1.500195
10300,10065,city,1.500000,0.009213,0.013819,True,0.024823,0.011004,1.000000,5.000000,2761926.581601,7441875.742780,1.510744
10300,10065,city,2.000000,0.009213,0.018426,True,0.024823,0.006398,1.000000,5.000000,2761926.581601,7441875.742780,1.506756
