source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022387,0.027984,True,0.028724,0.000740,2.000000,4.000000,6711601.386986,8611234.432752,4.383572
10028,10010,city,1.500000,0.022387,0.033581,True,0.033514,-0.000067,5.000000,3.000000,6711601.386986,10047325.841822,4.398091
10028,10010,city,2.000000,0.022387,0.044775,True,0.046630,0.001855,6.000000,6.000000,6711601.386986,13979222.005493,4.286826
10064,10028,city,1.250000,0.040615,0.050768,True,0.051569,0.000800,1.000000,8.000000,12175985.031655,15459858.265078,1.866466
10064,10028,city,1.500000,0.040615,0.060922,True,0.060829,-0.000093,2.000000,9.000000,12175985.031655,18236139.351717,1.782662
10064,10028,city,2.000000,0.040615,0.081229,True,0.065191,-0.016038,3.000000,9.000000,12175985.031655,19543896.585776,1.913561
10025,10035,city,1.250000,0.059694,0.074617,True,0.074757,0.000140,5.000000,11.000000,17895664.916332,22411438.422559,5.215565
10025,10035,city,1.500000,0.059694,0.089540,True,0.088481,-0.001060,6.000000,14.000000,17895664.916332,26525843.910532,5.327768
10025,10035,city,2.000000,0.059694,0.119387,True,0.114333,-0.005054,8.000000,18.000000,17895664.916332,34276051.001098,5.348800
10179,10001,city,1.250000,0.050526,0.063157,True,0.051404,-0.011754,2.000000,10.000000,15147295.930794,15410383.834814,1.651966
10179,10001,city,1.500000,0.050526,0.075789,True,0.077866,0.002077,5.000000,13.000000,15147295.930794,23343741.954926,1.669512
10179,10001,city,2.000000,0.050526,0.101052,True,0.077866,-0.023186,5.000000,13.000000,15147295.930794,23343741.954926,1.632775
10883,10255,city,1.250000,0.051828,0.064785,False,,,,,15537566.381967,,1.299722
10883,10255,city,1.500000,0.051828,0.077742,False,,,,,15537566.381967,,1.316647
10883,10255,city,2.000000,0.051828,0.103655,False,,,,,15537566.381967,,1.312751
10300,10065,city,1.250000,0.008777,0.010971,True,0.016853,0.005882,2.000000,1.000000,2631190.807545,5052418.680206,1.610913
10300,10065,city,1.500000,0.008777,0.013165,True,0.016853,0.003688,2.000000,1.000000,2631190.807545,5052418.680206,1.627766
10300,10065,city,2.000000,0.008777,0.017553,True,0.016853,-0.000700,2.000000,1.000000,2631190.807545,5052418.680206,1.620913
