source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022040,0.027550,True,0.027611,0.000061,3,3,6607312.907534,8277483.414404,6.373946
10028,10010,city,1.500000,0.022040,0.033059,True,0.033373,0.000313,5,3,6607312.907534,10004874.356849,6.420473
10028,10010,city,2.000000,0.022040,0.044079,True,0.040696,-0.003383,5,5,6607312.907534,12200453.104641,6.662261
10064,10028,city,1.250000,0.040854,0.051068,True,0.051706,0.000639,3,8,12247749.994971,15501162.291389,5.640525
10064,10028,city,1.500000,0.040854,0.061281,True,0.060329,-0.000953,4,8,12247749.994971,18086036.355559,5.674227
10064,10028,city,2.000000,0.040854,0.081708,True,0.070954,-0.010754,6,9,12247749.994971,21271469.918822,6.007547
10025,10035,city,1.250000,0.055161,0.068951,True,0.066560,-0.002391,9,4,16536793.439993,19954138.868990,5.729554
10025,10035,city,1.500000,0.055161,0.082741,True,0.080877,-0.001864,13,4,16536793.439993,24246316.713229,5.746718
10025,10035,city,2.000000,0.055161,0.110322,True,0.088705,-0.021616,6,13,16536793.439993,26593131.790904,5.767447
10179,10001,city,1.250000,0.057654,0.072068,True,0.073359,0.001291,3,14,17284368.515103,21992534.969902,4.401741
10179,10001,city,1.500000,0.057654,0.086482,True,0.086647,0.000165,4,15,17284368.515103,25976103.502137,4.291967
10179,10001,city,2.000000,0.057654,0.115309,True,0.109318,-0.005991,6,19,17284368.515103,32772627.570903,4.490944
10883,10255,city,1.250000,0.052345,0.065431,True,0.078950,0.013519,6,7,15692559.224379,23668688.541308,2.444188
10883,10255,city,1.500000,0.052345,0.078517,True,0.078950,0.000433,6,7,15692559.224379,23668688.541308,2.273709
10883,10255,city,2.000000,0.052345,0.104689,True,0.103194,-0.001496,4,14,15692559.224379,30936731.837567,2.353266
10300,10065,city,1.250000,0.008289,0.010361,True,0.008726,-0.001635,1,1,2484922.657439,2616128.192465,2.069684
10300,10065,city,1.500000,0.008289,0.012433,True,0.008726,-0.003707,1,1,2484922.657439,2616128.192465,1.812542
10300,10065,city,2.000000,0.008289,0.016578,True,0.016207,-0.000371,3,1,2484922.657439,4858627.046321,1.771090
