source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022003,0.027504,True,0.027530,0.000026,3,2,6596380.604961,8253409.177310,7.665328
10028,10010,city,1.500000,0.022003,0.033005,True,0.033040,0.000035,5,3,6596380.604961,9905087.851392,6.831339
10028,10010,city,2.000000,0.022003,0.044006,True,0.041391,-0.002616,5,5,6596380.604961,12408617.552816,6.505540
10064,10028,city,1.250000,0.043042,0.053803,True,0.052942,-0.000861,1,8,12903740.182963,15871580.516251,6.748053
10064,10028,city,1.500000,0.043042,0.064563,True,0.062334,-0.002229,3,8,12903740.182963,18687402.315964,6.714976
10064,10028,city,2.000000,0.043042,0.086084,True,0.077455,-0.008630,6,11,12903740.182963,23220337.623808,6.641962
10025,10035,city,1.250000,0.069027,0.086283,True,0.080755,-0.005528,8,10,20693674.764455,24209786.174555,2.322104
10025,10035,city,1.500000,0.069027,0.103540,True,0.094880,-0.008660,6,14,20693674.764455,28444422.822159,2.253120
10025,10035,city,2.000000,0.069027,0.138053,True,0.094880,-0.043173,6,14,20693674.764455,28444422.822159,2.231262
10179,10001,city,1.250000,0.056045,0.070056,True,0.070498,0.000442,3,14,16801918.218579,21134764.330563,5.503368
10179,10001,city,1.500000,0.056045,0.084068,True,0.084149,0.000081,5,16,16801918.218579,25227148.154555,5.705444
10179,10001,city,2.000000,0.056045,0.112090,True,0.096986,-0.015104,8,15,16801918.218579,29075767.553609,5.192333
10883,10255,city,1.250000,0.052061,0.065077,True,0.058339,-0.006737,2,8,15607562.548829,17489648.638838,1.531241
10883,10255,city,1.500000,0.052061,0.078092,True,0.058339,-0.019753,2,8,15607562.548829,17489648.638838,1.919173
10883,10255,city,2.000000,0.052061,0.104122,True,0.058339,-0.045783,2,8,15607562.548829,17489648.638838,1.476656
10300,10065,city,1.250000,0.009287,0.011608,True,0.016526,0.004918,2,1,2784058.351754,4954384.654898,1.500872
10300,10065,city,1.500000,0.009287,0.013930,True,0.016526,0.002596,2,1,2784058.351754,4954384.654898,1.546661
10300,10065,city,2.000000,0.009287,0.018573,True,0.016526,-0.002047,2,1,2784058.351754,4954384.654898,1.481389
