source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021854,0.027318,True,0.027323,0.000005,3.000000,2.000000,6551714.275748,8191142.914530,6.469067
10028,10010,city,1.500000,0.021854,0.032781,True,0.032917,0.000136,5.000000,3.000000,6551714.275748,9868375.298509,6.685539
10028,10010,city,2.000000,0.021854,0.043708,True,0.040588,-0.003121,4.000000,5.000000,6551714.275748,12167844.965504,6.778284
10064,10028,city,1.250000,0.042460,0.053075,True,0.052933,-0.000143,2.000000,7.000000,12729269.677361,15868783.239317,7.023514
10064,10028,city,1.500000,0.042460,0.063690,True,0.062305,-0.001385,3.000000,8.000000,12729269.677361,18678653.882443,6.697065
10064,10028,city,2.000000,0.042460,0.084921,True,0.077447,-0.007473,6.000000,11.000000,12729269.677361,23218060.698960,6.651939
10025,10035,city,1.250000,0.059486,0.074358,True,0.073812,-0.000546,6.000000,10.000000,17833508.697574,22128211.452791,3.728277
10025,10035,city,1.500000,0.059486,0.089229,True,0.092645,0.003415,5.000000,15.000000,17833508.697574,27774123.171823,3.770781
10025,10035,city,2.000000,0.059486,0.118972,True,0.092645,-0.026328,5.000000,15.000000,17833508.697574,27774123.171823,3.600560
10179,10001,city,1.250000,0.055825,0.069781,True,0.070299,0.000518,4.000000,13.000000,16735965.283858,21075136.822696,4.840582
10179,10001,city,1.500000,0.055825,0.083738,True,0.083724,-0.000014,4.000000,15.000000,16735965.283858,25099898.281595,4.651078
10179,10001,city,2.000000,0.055825,0.111650,True,0.092748,-0.018903,4.000000,19.000000,16735965.283858,27805087.469063,4.862407
10883,10255,city,1.250000,0.051894,0.064868,True,0.058282,-0.006586,3.000000,7.000000,15557572.038297,17472590.939100,2.357147
10883,10255,city,1.500000,0.051894,0.077842,True,0.075537,-0.002305,4.000000,10.000000,15557572.038297,22645388.401657,2.292659
10883,10255,city,2.000000,0.051894,0.103789,True,0.084266,-0.019523,7.000000,8.000000,15557572.038297,25262225.483599,2.410792
10300,10065,city,1.250000,0.009354,0.011692,False,,,,,2804217.327943,,1.624051
10300,10065,city,1.500000,0.009354,0.014031,True,0.024409,0.010378,3.000000,3.000000,2804217.327943,7317564.423045,1.680484
10300,10065,city,2.000000,0.009354,0.018708,True,0.024409,0.005701,3.000000,3.000000,2804217.327943,7317564.423045,1.652809
