source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021734,0.027168,True,0.027304,0.000136,3,3,6515814.510615,8185502.596588,6.439673
10028,10010,city,1.500000,0.021734,0.032602,True,0.033021,0.000420,5,2,6515814.510615,9899593.786557,6.440324
10028,10010,city,2.000000,0.021734,0.043469,True,0.039054,-0.004415,4,4,6515814.510615,11708087.281174,6.613210
10064,10028,city,1.250000,0.040207,0.050259,True,0.051129,0.000870,1,8,12053762.718380,15328147.458622,4.909026
10064,10028,city,1.500000,0.040207,0.060311,True,0.060385,0.000074,2,9,12053762.718380,18102889.783004,4.955881
10064,10028,city,2.000000,0.040207,0.080414,True,0.074027,-0.006387,4,10,12053762.718380,22192813.994968,4.850678
10025,10035,city,1.250000,0.059158,0.073948,True,0.072924,-0.001024,8,8,17735261.381691,21862100.660829,5.236071
10025,10035,city,1.500000,0.059158,0.088738,True,0.087867,-0.000871,4,16,17735261.381691,26341892.653361,5.322784
10025,10035,city,2.000000,0.059158,0.118317,True,0.096917,-0.021400,5,17,17735261.381691,29054993.525611,5.288213
10179,10001,city,1.250000,0.055924,0.069904,True,0.070992,0.001087,4,12,16765458.265724,21282784.994259,3.199951
10179,10001,city,1.500000,0.055924,0.083885,True,0.084346,0.000461,5,13,16765458.265724,25286384.046008,3.252413
10179,10001,city,2.000000,0.055924,0.111847,True,0.097690,-0.014157,7,13,16765458.265724,29286797.547660,3.681099
10883,10255,city,1.250000,0.051764,0.064705,True,0.079312,0.014607,4,9,15518473.358637,23777087.738324,2.254987
10883,10255,city,1.500000,0.051764,0.077646,True,0.079312,0.001666,4,9,15518473.358637,23777087.738324,2.414048
10883,10255,city,2.000000,0.051764,0.103528,True,0.103693,0.000165,3,15,15518473.358637,31086405.368965,2.320769
10300,10065,city,1.250000,0.006578,0.008223,True,0.008590,0.000367,2,0,1972108.723860,2575290.547123,2.502519
10300,10065,city,1.500000,0.006578,0.009867,True,0.008590,-0.001277,2,0,1972108.723860,2575290.547123,2.506161
10300,10065,city,2.000000,0.006578,0.013156,True,0.016907,0.003750,4,0,1972108.723860,5068549.660639,2.501403
