timestamp,satellite,latitude,longitude,height_km
1737549132.404158,Starlink-550 311,6.8341,91.5094,509.11
1737549132.404158,Starlink-550 312,-6.2976,101.4063,510.77
1737549132.404158,Starlink-550 313,-19.2197,111.8071,514.15
1737549132.404158,Starlink-550 314,-31.4319,123.9213,518.55
1737549132.404158,Starlink-550 315,-42.1548,139.3849,522.91
1737549132.404158,Starlink-550 316,-50.037,160.0797,526.12
1737549132.404158,Starlink-550 317,-53.1494,-174.0564,527.34
1737549132.404158,Starlink-550 318,-50.3391,-148.017,526.24
1737549132.404158,Starlink-550 319,-42.659,-127.011,523.12
1737549132.404158,Starlink-550 320,-32.0464,-111.3153,518.79
1737549132.404158,Starlink-550 321,-19.8898,-99.0693,514.37
1737549132.404158,Starlink-550 322,-6.9915,-88.6108,510.92
1737549132.404158,Starlink-550 323,6.1398,-78.7138,509.15
1737549132.404158,Starlink-550 324,19.079,-68.3153,509.24
1737549132.404158,Starlink-550 325,31.3242,-56.2033,510.76
1737549132.404158,Starlink-550 326,42.0911,-40.7336,512.88
1737549132.404158,Starlink-550 327,50.0167,-20.0037,514.67
1737549132.404158,Starlink-550 328,53.1497,5.9409,515.38
1737549132.404158,Starlink-550 329,50.3207,32.063,514.74
1737549132.404158,Starlink-550 330,37.5311,66.5147,511.92
1737549132.404158,Starlink-550 331,25.9768,80.2465,509.95
1737549132.404158,Starlink-550 332,13.3472,91.4205,508.98
1737549132.404158,Starlink-550 333,0.2685,101.4611,509.7
1737549132.404158,Starlink-550 334,-12.8124,111.4752,512.28
1737549132.404158,Starlink-550 335,-25.4536,122.5603,516.28
1737549132.404158,Starlink-550 336,-37.0469,136.1121,520.81
1737549132.404158,Starlink-550 337,-46.5647,153.9886,524.72
1737549132.404158,Starlink-550 338,-52.307,177.5633,527.01
1737549132.404158,Starlink-550 339,-52.467,-155.6269,527.08
1737549132.404158,Starlink-550 340,-46.9816,-131.7678,524.89
1737549132.404158,Starlink-550 341,-37.6152,-113.6085,521.04
1737549132.404158,Starlink-550 342,-26.1009,-99.8774,516.52
1737549132.404158,Starlink-550 343,-13.4976,-88.7007,512.46
1737549132.404158,Starlink-550 344,-0.4283,-78.6587,509.8
1737549132.404158,Starlink-550 345,12.6611,-68.6458,508.98
1737549132.404158,Starlink-550 346,25.3277,-57.5636,509.87
1737549132.404158,Starlink-550 347,36.9603,-44.0115,511.81
1737549132.404158,Starlink-550 348,46.5239,-26.1177,513.87
1737549132.404158,Starlink-550 349,52.3015,-2.4845,515.19
1737549132.404158,Starlink-550 350,52.4626,24.4161,515.23
1737549132.404158,Starlink-550 351,46.9432,48.3365,513.97
1737549132.404158,Starlink-550 352,42.5978,63.1065,512.99
1737549132.404158,Starlink-550 353,31.9409,78.8092,510.86
1737549132.404158,Starlink-550 354,19.7506,91.0532,509.29
1737549132.404158,Starlink-550 355,6.8341,101.5094,509.11
1737549132.404158,Starlink-550 356,-6.2976,111.4063,510.77
1737549132.404158,Starlink-550 357,-19.2197,121.8071,514.15
1737549132.404158,Starlink-550 358,-31.4319,133.9213,518.55
1737549132.404158,Starlink-550 359,-42.1548,149.3849,522.91
1737549132.404158,Starlink-550 360,-50.037,170.0797,526.12
