source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021017,0.026272,True,0.027066,0.000794,2.000000,4.000000,6300844.798624,8114167.551063,6.329602
10028,10010,city,1.500000,0.021017,0.031526,True,0.031325,-0.000201,5.000000,3.000000,6300844.798624,9391014.507537,6.362319
10028,10010,city,2.000000,0.021017,0.042035,True,0.045287,0.003252,6.000000,5.000000,6300844.798624,13576564.393626,6.212270
10064,10028,city,1.250000,0.039716,0.049645,True,0.050637,0.000993,1.000000,8.000000,11906455.461275,15180649.230890,2.382133
10064,10028,city,1.500000,0.039716,0.059573,True,0.059901,0.000328,2.000000,9.000000,11906455.461275,17957989.376117,2.304677
10064,10028,city,2.000000,0.039716,0.079431,True,0.080644,0.001212,6.000000,9.000000,11906455.461275,24176372.103898,2.300608
10025,10035,city,1.250000,0.068979,0.086223,True,0.084719,-0.001504,5.000000,13.000000,20679302.134848,25398237.658743,5.987399
10025,10035,city,1.500000,0.068979,0.103468,True,0.102969,-0.000499,8.000000,14.000000,20679302.134848,30869379.748755,5.715623
10025,10035,city,2.000000,0.068979,0.137957,True,0.115971,-0.021986,11.000000,15.000000,20679302.134848,34767366.555344,6.080687
10179,10001,city,1.250000,0.055607,0.069509,True,0.069926,0.000417,1.000000,15.000000,16670661.371106,20963382.596355,2.308088
10179,10001,city,1.500000,0.055607,0.083411,True,0.083571,0.000160,2.000000,16.000000,16670661.371106,25053828.673247,2.300598
10179,10001,city,2.000000,0.055607,0.111215,True,0.097170,-0.014045,4.000000,18.000000,16670661.371106,29130700.725572,2.346822
10883,10255,city,1.250000,0.051500,0.064375,True,0.081807,0.017433,4.000000,10.000000,15439194.356027,24525242.320966,2.258947
10883,10255,city,1.500000,0.051500,0.077249,True,0.081807,0.004558,4.000000,10.000000,15439194.356027,24525242.320966,2.393410
10883,10255,city,2.000000,0.051500,0.102999,True,0.099404,-0.003595,6.000000,12.000000,15439194.356027,29800710.116574,2.388527
10300,10065,city,1.250000,0.006554,0.008193,False,,,,,1964943.250574,,1.608421
10300,10065,city,1.500000,0.006554,0.009832,False,,,,,1964943.250574,,1.765759
10300,10065,city,2.000000,0.006554,0.013109,True,0.020353,0.007244,3.000000,1.000000,1964943.250574,6101532.881021,1.946301
