source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.020963,0.026204,True,0.026972,0.000769,4,2,6284523.674083,8086139.153577,6.881977
10028,10010,city,1.500000,0.020963,0.031444,True,0.031468,0.000024,5,2,6284523.674083,9433984.604884,6.487568
10028,10010,city,2.000000,0.020963,0.041926,True,0.037773,-0.004152,4,3,6284523.674083,11324205.624055,6.923417
10064,10028,city,1.250000,0.042366,0.052958,True,0.052088,-0.000870,5,6,12701031.941099,15615569.862545,4.158959
10064,10028,city,1.500000,0.042366,0.063549,True,0.065224,0.001675,6,7,12701031.941099,19553808.076311,4.285876
10064,10028,city,2.000000,0.042366,0.084732,True,0.065224,-0.019508,6,7,12701031.941099,19553808.076311,4.133455
10025,10035,city,1.250000,0.055597,0.069496,True,0.069905,0.000409,5,10,16667419.483864,20956941.277775,2.741867
10025,10035,city,1.500000,0.055597,0.083395,True,0.079604,-0.003791,3,14,16667419.483864,23864615.876933,2.733236
10025,10035,city,2.000000,0.055597,0.111193,True,0.088705,-0.022488,4,15,16667419.483864,26593236.141814,2.886183
10179,10001,city,1.250000,0.052654,0.065818,True,0.062594,-0.003224,1,12,15785323.215698,18765141.398335,2.206702
10179,10001,city,1.500000,0.052654,0.078981,True,0.080447,0.001466,2,17,15785323.215698,24117491.551838,2.246099
10179,10001,city,2.000000,0.052654,0.105308,True,0.089440,-0.015868,2,17,15785323.215698,26813401.776257,2.101485
10883,10255,city,1.250000,0.051801,0.064751,True,0.075119,0.010368,1,13,15529552.911723,22520067.438350,3.316905
10883,10255,city,1.500000,0.051801,0.077702,True,0.075119,-0.002583,1,13,15529552.911723,22520067.438350,3.301633
10883,10255,city,2.000000,0.051801,0.103602,True,0.101762,-0.001840,3,17,15529552.911723,30507386.762853,3.310701
10300,10065,city,1.250000,0.008982,0.011227,True,0.016678,0.005450,4,0,2692666.565353,4999823.310281,2.547207
10300,10065,city,1.500000,0.008982,0.013473,True,0.016678,0.003205,4,0,2692666.565353,4999823.310281,2.453604
10300,10065,city,2.000000,0.008982,0.017964,True,0.016678,-0.001286,4,1,2692666.565353,4999823.310281,2.993189
