source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021737,0.027171,True,0.026939,-0.000233,3,2,6516611.175626,8076048.396612,5.722569
10028,10010,city,1.500000,0.021737,0.032606,True,0.033011,0.000406,5,3,6516611.175626,9896558.958856,5.500822
10028,10010,city,2.000000,0.021737,0.043474,True,0.041376,-0.002098,5,5,6516611.175626,12404192.371808,5.664775
10064,10028,city,1.250000,0.042103,0.052629,True,0.053138,0.000509,1,8,12622149.239359,15930235.161309,3.490107
10064,10028,city,1.500000,0.042103,0.063154,True,0.062506,-0.000649,3,8,12622149.239359,18738677.882786,3.482873
10064,10028,city,2.000000,0.042103,0.084206,True,0.077271,-0.006935,4,10,12622149.239359,23165300.833513,3.503694
10025,10035,city,1.250000,0.059598,0.074498,True,0.074045,-0.000453,6,10,17867167.823717,22198268.027967,3.392285
10025,10035,city,1.500000,0.059598,0.089398,True,0.092866,0.003468,6,14,17867167.823717,27840461.948142,3.464540
10025,10035,city,2.000000,0.059598,0.119197,True,0.092866,-0.026331,6,14,17867167.823717,27840461.948142,3.474014
10179,10001,city,1.250000,0.055776,0.069720,True,0.070264,0.000544,5,14,16721126.188251,21064511.854694,4.827502
10179,10001,city,1.500000,0.055776,0.083664,True,0.083631,-0.000033,4,15,16721126.188251,25071905.446919,4.751073
10179,10001,city,2.000000,0.055776,0.111551,True,0.096393,-0.015159,6,17,16721126.188251,28897803.064127,4.697926
10883,10255,city,1.250000,0.051655,0.064569,True,0.062043,-0.002526,7,4,15485781.288656,18599942.533811,3.480786
10883,10255,city,1.500000,0.051655,0.077483,True,0.075275,-0.002207,5,9,15485781.288656,22566968.371543,3.450236
10883,10255,city,2.000000,0.051655,0.103310,True,0.088272,-0.015038,10,7,15485781.288656,26463301.287115,3.407410
10300,10065,city,1.250000,0.006647,0.008308,True,0.011160,0.002851,1,1,1992658.672897,3345630.010787,2.511429
10300,10065,city,1.500000,0.006647,0.009970,True,0.011160,0.001190,1,1,1992658.672897,3345630.010787,2.809819
10300,10065,city,2.000000,0.006647,0.013294,True,0.013740,0.000446,1,1,1992658.672897,4119156.871248,3.120193
