source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021092,0.026364,True,0.027084,0.000720,2.000000,4.000000,6323085.138616,8119700.399351,6.961863
10028,10010,city,1.500000,0.021092,0.031637,True,0.031342,-0.000295,5.000000,3.000000,6323085.138616,9396215.065083,6.242227
10028,10010,city,2.000000,0.021092,0.042183,True,0.040365,-0.001818,4.000000,6.000000,6323085.138616,12101079.143475,6.476390
10064,10028,city,1.250000,0.039623,0.049529,True,0.050617,0.001087,1.000000,8.000000,11878822.870828,15174450.399413,2.306766
10064,10028,city,1.500000,0.039623,0.059435,True,0.064570,0.005134,2.000000,11.000000,11878822.870828,19357504.673505,2.336593
10064,10028,city,2.000000,0.039623,0.079247,True,0.078172,-0.001075,4.000000,11.000000,11878822.870828,23435418.255307,2.469517
10025,10035,city,1.250000,0.068904,0.086130,True,0.084517,-0.001613,6.000000,12.000000,20656963.771225,25337627.273306,5.684118
10025,10035,city,1.500000,0.068904,0.103356,True,0.102779,-0.000578,9.000000,13.000000,20656963.771225,30812260.786907,5.850850
10025,10035,city,2.000000,0.068904,0.137808,True,0.115791,-0.022017,12.000000,14.000000,20656963.771225,34713378.155804,5.860101
10179,10001,city,1.250000,0.055601,0.069501,True,0.070095,0.000594,1.000000,15.000000,16668819.439959,21013963.753850,2.414296
10179,10001,city,1.500000,0.055601,0.083402,True,0.083549,0.000147,2.000000,18.000000,16668819.439959,25047344.496889,2.301837
10179,10001,city,2.000000,0.055601,0.111202,True,0.092734,-0.018469,4.000000,18.000000,16668819.439959,27800887.726934,2.237079
10883,10255,city,1.250000,0.051584,0.064480,True,0.081542,0.017062,1.000000,13.000000,15464557.832767,24445613.869931,2.540695
10883,10255,city,1.500000,0.051584,0.077376,True,0.081542,0.004165,1.000000,13.000000,15464557.832767,24445613.869931,2.356520
10883,10255,city,2.000000,0.051584,0.103168,True,0.099124,-0.004045,3.000000,15.000000,15464557.832767,29716536.919212,2.338808
10300,10065,city,1.250000,0.006595,0.008244,False,,,,,1977116.023751,,1.782770
10300,10065,city,1.500000,0.006595,0.009892,False,,,,,1977116.023751,,1.846854
10300,10065,city,2.000000,0.006595,0.013190,True,0.020330,0.007141,3.000000,2.000000,1977116.023751,6094922.438891,2.268221
