source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021806,0.027258,True,0.027364,0.000107,2.000000,4.000000,6537377.877508,8203659.618858,6.173323
10028,10010,city,1.500000,0.021806,0.032710,True,0.031623,-0.001086,5.000000,3.000000,6537377.877508,9480482.702568,6.224728
10028,10010,city,2.000000,0.021806,0.043613,True,0.047458,0.003846,6.000000,6.000000,6537377.877508,14227698.404357,6.008906
10064,10028,city,1.250000,0.040664,0.050830,True,0.052148,0.001318,1.000000,8.000000,12190871.924672,15633576.257823,2.926573
10064,10028,city,1.500000,0.040664,0.060997,True,0.061404,0.000408,2.000000,9.000000,12190871.924672,18408596.105734,2.845836
10064,10028,city,2.000000,0.040664,0.081329,True,0.064773,-0.016555,3.000000,9.000000,12190871.924672,19418559.865851,2.766190
10025,10035,city,1.250000,0.053572,0.066965,True,0.067442,0.000477,7.000000,7.000000,16060581.286204,20218629.596386,5.742789
10025,10035,city,1.500000,0.053572,0.080358,True,0.080819,0.000460,10.000000,8.000000,16060581.286204,24228815.679140,5.768614
10025,10035,city,2.000000,0.053572,0.107145,True,0.107768,0.000623,7.000000,16.000000,16060581.286204,32307941.867596,5.856173
10179,10001,city,1.250000,0.050749,0.063437,False,,,,,15214289.102602,,1.255047
10179,10001,city,1.500000,0.050749,0.076124,False,,,,,15214289.102602,,1.325514
10179,10001,city,2.000000,0.050749,0.101499,False,,,,,15214289.102602,,1.272632
10883,10255,city,1.250000,0.051709,0.064636,False,,,,,15502003.332656,,1.302396
10883,10255,city,1.500000,0.051709,0.077564,False,,,,,15502003.332656,,1.290568
10883,10255,city,2.000000,0.051709,0.103418,False,,,,,15502003.332656,,1.469861
10300,10065,city,1.250000,0.008980,0.011224,False,,,,,2692003.342475,,1.885922
10300,10065,city,1.500000,0.008980,0.013469,False,,,,,2692003.342475,,1.794579
10300,10065,city,2.000000,0.008980,0.017959,False,,,,,2692003.342475,,1.851449
