source,target,shortest_path_delay,shortest_path_dist,target_delay,spare_path_found,spare_path_delay,spare_path_dist,spare_edges_count,normal_edges_count,duration_s,error
10106,10325,0.10796051875917428,32365749.28576797,0.13495064844896787,True,0.13276007010945753,39800467.7423666,16,15,5.793678760994226,
