source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021116,0.026395,True,0.026647,0.000252,4,2,6330422.261771,7988626.584695,6.788713
10028,10010,city,1.500000,0.021116,0.031674,True,0.031456,-0.000218,3,3,6330422.261771,9430330.611615,6.838334
10028,10010,city,2.000000,0.021116,0.042232,True,0.038049,-0.004184,5,3,6330422.261771,11406654.024945,7.035651
10064,10028,city,1.250000,0.041037,0.051296,True,0.048019,-0.003276,6,4,12302439.852446,14395823.920006,5.754504
10064,10028,city,1.500000,0.041037,0.061555,True,0.061163,-0.000392,5,7,12302439.852446,18336153.172710,5.549049
10064,10028,city,2.000000,0.041037,0.082073,True,0.071406,-0.010667,6,9,12302439.852446,21407009.644918,5.502571
10025,10035,city,1.250000,0.055365,0.069207,True,0.069338,0.000131,10,4,16598158.242402,20786869.887856,3.858945
10025,10035,city,1.500000,0.055365,0.083048,True,0.082602,-0.000446,6,11,16598158.242402,24763602.548492,3.795495
10025,10035,city,2.000000,0.055365,0.110731,True,0.093036,-0.017695,6,15,16598158.242402,27891578.052325,3.659456
10179,10001,city,1.250000,0.055998,0.069998,True,0.071330,0.001332,4,13,16787817.135254,21384182.470497,5.698896
10179,10001,city,1.500000,0.055998,0.083997,True,0.084445,0.000448,6,13,16787817.135254,25315970.506741,5.509422
10179,10001,city,2.000000,0.055998,0.111996,True,0.093510,-0.018487,7,14,16787817.135254,28033513.726292,5.264993
10883,10255,city,1.250000,0.052073,0.065092,True,0.089042,0.023950,1,15,15611231.135893,26694118.275436,2.307305
10883,10255,city,1.500000,0.052073,0.078110,True,0.089042,0.010932,1,15,15611231.135893,26694118.275436,2.346196
10883,10255,city,2.000000,0.052073,0.104147,True,0.102360,-0.001787,3,17,15611231.135893,30686678.011648,2.420323
10300,10065,city,1.250000,0.008572,0.010716,True,0.008612,-0.002103,2,0,2569950.605654,2581937.735091,2.565235
10300,10065,city,1.500000,0.008572,0.012859,True,0.016539,0.003681,4,0,2569950.605654,4958417.252152,2.844534
10300,10065,city,2.000000,0.008572,0.017145,True,0.016539,-0.000605,4,1,2569950.605654,4958417.252152,2.706154
