source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021103,0.026379,True,0.026618,0.000239,3,3,6326562.531230,7979963.547085,6.604972
10028,10010,city,1.500000,0.021103,0.031655,True,0.032040,0.000385,2,5,6326562.531230,9605290.279982,6.672867
10028,10010,city,2.000000,0.021103,0.042206,True,0.037003,-0.005204,4,4,6326562.531230,11093130.623474,6.518688
10064,10028,city,1.250000,0.042896,0.053620,True,0.053404,-0.000216,1,8,12859799.802184,16010087.087603,6.355926
10064,10028,city,1.500000,0.042896,0.064344,True,0.065073,0.000729,7,6,12859799.802184,19508273.501468,6.404745
10064,10028,city,2.000000,0.042896,0.085791,True,0.068030,-0.017761,5,8,12859799.802184,20394897.845921,6.483817
10025,10035,city,1.250000,0.068790,0.085988,True,0.080824,-0.005164,7,11,20622806.187056,24230464.779990,1.542581
10025,10035,city,1.500000,0.068790,0.103185,True,0.080824,-0.022361,7,11,20622806.187056,24230464.779990,1.629170
10025,10035,city,2.000000,0.068790,0.137581,True,0.080824,-0.056756,7,11,20622806.187056,24230464.779990,1.451315
10179,10001,city,1.250000,0.055871,0.069839,True,0.070097,0.000257,1,15,16749836.657191,21014467.020206,2.214480
10179,10001,city,1.500000,0.055871,0.083807,True,0.083756,-0.000051,2,16,16749836.657191,25109518.645923,2.171540
10179,10001,city,2.000000,0.055871,0.111743,True,0.097369,-0.014374,5,17,16749836.657191,29190491.445930,2.079164
10883,10255,city,1.250000,0.051609,0.064511,True,0.074960,0.010449,2,12,15472044.946856,22472521.846025,3.676932
10883,10255,city,1.500000,0.051609,0.077414,True,0.074960,-0.002454,2,12,15472044.946856,22472521.846025,3.353218
10883,10255,city,2.000000,0.051609,0.103218,True,0.101578,-0.001640,5,17,15472044.946856,30452422.421052,3.434358
10300,10065,city,1.250000,0.006535,0.008169,True,0.011487,0.003318,1,1,1959097.542419,3443647.337965,2.748235
10300,10065,city,1.500000,0.006535,0.009802,True,0.011487,0.001685,1,1,1959097.542419,3443647.337965,2.772952
10300,10065,city,2.000000,0.006535,0.013070,True,0.013897,0.000827,1,1,1959097.542419,4166087.593448,3.139285
