source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.022695,0.028369,True,0.028432,0.000063,2.000000,4.000000,6803877.697138,8523751.522449,4.452710
10028,10010,city,1.500000,0.022695,0.034043,True,0.033579,-0.000464,4.000000,4.000000,6803877.697138,10066772.845796,4.358983
10028,10010,city,2.000000,0.022695,0.045391,True,0.046708,0.001317,6.000000,6.000000,6803877.697138,14002565.107563,4.529963
10064,10028,city,1.250000,0.040237,0.050296,True,0.051302,0.001005,1.000000,8.000000,12062785.530619,15379834.454975,4.403620
10064,10028,city,1.500000,0.040237,0.060356,True,0.060351,-0.000005,3.000000,9.000000,12062785.530619,18092788.790911,4.436805
10064,10028,city,2.000000,0.040237,0.080474,True,0.070847,-0.009627,2.000000,11.000000,12062785.530619,21239387.624873,4.373218
10025,10035,city,1.250000,0.053432,0.066790,True,0.069218,0.002428,4.000000,10.000000,16018575.052642,20751091.854714,4.333597
10025,10035,city,1.500000,0.053432,0.080148,True,0.080605,0.000457,10.000000,8.000000,16018575.052642,24164834.738683,4.991652
10025,10035,city,2.000000,0.053432,0.106864,True,0.099269,-0.007596,10.000000,12.000000,16018575.052642,29760072.127679,4.465096
10179,10001,city,1.250000,0.055813,0.069767,True,0.070283,0.000516,5.000000,11.000000,16732428.871073,21070364.952841,1.979848
10179,10001,city,1.500000,0.055813,0.083720,True,0.083700,-0.000020,8.000000,12.000000,16732428.871073,25092618.214733,2.234769
10179,10001,city,2.000000,0.055813,0.111627,True,0.097453,-0.014173,8.000000,14.000000,16732428.871073,29215801.111928,2.047403
10883,10255,city,1.250000,0.051695,0.064619,False,,,,,15497917.310569,,1.495738
10883,10255,city,1.500000,0.051695,0.077543,False,,,,,15497917.310569,,1.325282
10883,10255,city,2.000000,0.051695,0.103391,False,,,,,15497917.310569,,1.330982
10300,10065,city,1.250000,0.006795,0.008494,True,0.008698,0.000204,1.000000,2.000000,2037078.604571,2607499.083917,3.537544
10300,10065,city,1.500000,0.006795,0.010192,True,0.010905,0.000713,2.000000,0.000000,2037078.604571,3269275.695562,4.725707
10300,10065,city,2.000000,0.006795,0.013590,True,0.013930,0.000340,2.000000,1.000000,2037078.604571,4176095.115014,5.245150
