source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.020947,0.026184,True,0.027250,0.001067,3,3,6279698.353628,8169428.722795,6.862784
10028,10010,city,1.500000,0.020947,0.031420,True,0.031457,0.000037,3,3,6279698.353628,9430565.248995,6.450646
10028,10010,city,2.000000,0.020947,0.041894,True,0.044746,0.002852,2,8,6279698.353628,13414538.185378,6.646582
10064,10028,city,1.250000,0.040732,0.050915,True,0.053906,0.002991,3,8,12211224.096201,16160573.140457,5.043655
10064,10028,city,1.500000,0.040732,0.061098,True,0.060083,-0.001016,2,9,12211224.096201,18012383.062349,4.959565
10064,10028,city,2.000000,0.040732,0.081465,True,0.080482,-0.000983,4,11,12211224.096201,24127763.181335,4.741587
10025,10035,city,1.250000,0.063656,0.079571,True,0.074655,-0.004916,7,9,19083726.521989,22380972.806331,3.078156
10025,10035,city,1.500000,0.063656,0.095485,True,0.088281,-0.007203,8,12,19083726.521989,26466037.624120,3.189988
10025,10035,city,2.000000,0.063656,0.127313,True,0.088281,-0.039032,8,12,19083726.521989,26466037.624120,3.052546
10179,10001,city,1.250000,0.052728,0.065910,True,0.062762,-0.003148,1,12,15807457.764408,18815470.189527,4.310212
10179,10001,city,1.500000,0.052728,0.079092,True,0.080511,0.001419,2,17,15807457.764408,24136635.801412,4.296204
10179,10001,city,2.000000,0.052728,0.105456,True,0.103200,-0.002256,4,19,15807457.764408,30938635.371368,4.282905
10883,10255,city,1.250000,0.051549,0.064436,True,0.087842,0.023406,2,14,15453879.104796,26334425.326644,2.539264
10883,10255,city,1.500000,0.051549,0.077323,True,0.087842,0.010519,2,14,15453879.104796,26334425.326644,2.346984
10883,10255,city,2.000000,0.051549,0.103097,True,0.105462,0.002365,4,16,15453879.104796,31616850.955742,2.564840
10300,10065,city,1.250000,0.009334,0.011667,True,0.013350,0.001683,2,1,2798202.218970,4002305.168226,3.588083
10300,10065,city,1.500000,0.009334,0.014001,True,0.013350,-0.000650,2,1,2798202.218970,4002305.168226,3.572496
10300,10065,city,2.000000,0.009334,0.018668,True,0.018046,-0.000622,2,1,2798202.218970,5410014.764042,4.021770
