source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021211,0.026514,True,0.026933,0.000419,4.000000,2.000000,6358996.224875,8074282.039149,6.382373
10028,10010,city,1.500000,0.021211,0.031817,True,0.031744,-0.000073,3.000000,3.000000,6358996.224875,9516626.351914,6.658154
10028,10010,city,2.000000,0.021211,0.042423,True,0.038451,-0.003972,5.000000,3.000000,6358996.224875,11527356.322899,6.510262
10064,10028,city,1.250000,0.039587,0.049484,True,0.045923,-0.003561,2.000000,7.000000,11867921.112302,13767454.156294,5.382256
10064,10028,city,1.500000,0.039587,0.059381,True,0.059047,-0.000334,4.000000,7.000000,11867921.112302,17701828.940822,5.116628
10064,10028,city,2.000000,0.039587,0.079174,True,0.076366,-0.002808,5.000000,9.000000,11867921.112302,22894063.972451,5.128746
10025,10035,city,1.250000,0.059558,0.074447,True,0.074456,0.000009,7.000000,9.000000,17854897.332448,22321396.788101,2.762922
10025,10035,city,1.500000,0.059558,0.089336,True,0.093209,0.003873,5.000000,15.000000,17854897.332448,27943503.464412,2.678866
10025,10035,city,2.000000,0.059558,0.119115,True,0.093209,-0.025906,5.000000,15.000000,17854897.332448,27943503.464412,2.732203
10179,10001,city,1.250000,0.055763,0.069703,True,0.070662,0.000959,1.000000,16.000000,16717211.254310,21184024.898528,2.710743
10179,10001,city,1.500000,0.055763,0.083644,True,0.084015,0.000371,2.000000,19.000000,16717211.254310,25186978.029042,2.500605
10179,10001,city,2.000000,0.055763,0.111525,True,0.093111,-0.018415,4.000000,19.000000,16717211.254310,27913871.483729,2.614539
10883,10255,city,1.250000,0.051781,0.064727,False,,,,,15523689.966367,,1.308232
10883,10255,city,1.500000,0.051781,0.077672,False,,,,,15523689.966367,,1.310850
10883,10255,city,2.000000,0.051781,0.103563,False,,,,,15523689.966367,,1.314569
10300,10065,city,1.250000,0.006650,0.008312,True,0.008625,0.000313,2.000000,0.000000,1993578.226025,2585814.883194,2.415459
10300,10065,city,1.500000,0.006650,0.009975,True,0.008625,-0.001349,2.000000,0.000000,1993578.226025,2585814.883194,2.475157
10300,10065,city,2.000000,0.006650,0.013300,True,0.008625,-0.004674,2.000000,0.000000,1993578.226025,2585814.883194,2.443364
