source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021201,0.026501,True,0.026662,0.000161,2,4,6355815.994366,7993005.371289,6.542826
10028,10010,city,1.500000,0.021201,0.031801,True,0.032109,0.000307,3,4,6355815.994366,9625892.649445,6.372319
10028,10010,city,2.000000,0.021201,0.042401,True,0.045229,0.002827,5,6,6355815.994366,13559215.473427,6.253358
10064,10028,city,1.250000,0.043226,0.054033,True,0.054473,0.000440,4,7,12958882.481308,16330608.035556,6.319687
10064,10028,city,1.500000,0.043226,0.064839,True,0.065195,0.000356,5,8,12958882.481308,19545070.419421,6.682891
10064,10028,city,2.000000,0.043226,0.086452,True,0.068257,-0.018196,8,6,12958882.481308,20462798.396203,6.285715
10025,10035,city,1.250000,0.068770,0.085963,True,0.080674,-0.005289,7,11,20616741.958499,24185351.802812,3.158164
10025,10035,city,1.500000,0.068770,0.103155,True,0.106670,0.003515,11,13,20616741.958499,31978861.135955,2.902630
10025,10035,city,2.000000,0.068770,0.137540,True,0.107047,-0.030493,9,15,20616741.958499,32091786.730872,2.965981
10179,10001,city,1.250000,0.055900,0.069874,True,0.070270,0.000395,2,16,16758277.843261,21066347.047843,1.896620
10179,10001,city,1.500000,0.055900,0.083849,True,0.079253,-0.004597,2,16,16758277.843261,23759349.230449,1.950767
10179,10001,city,2.000000,0.055900,0.111799,True,0.079253,-0.032547,2,16,16758277.843261,23759349.230449,2.049966
10883,10255,city,1.250000,0.051729,0.064662,True,0.062045,-0.002616,1,11,15508053.543916,18600708.359629,1.976392
10883,10255,city,1.500000,0.051729,0.077594,True,0.075318,-0.002276,3,13,15508053.543916,22579841.124321,1.827161
10883,10255,city,2.000000,0.051729,0.103459,True,0.075318,-0.028140,3,13,15508053.543916,22579841.124321,2.196276
10300,10065,city,1.250000,0.006537,0.008172,True,0.014061,0.005889,1,1,1959817.268610,4215395.194296,2.396416
10300,10065,city,1.500000,0.006537,0.009806,True,0.014061,0.004255,1,1,1959817.268610,4215395.194296,2.782210
10300,10065,city,2.000000,0.006537,0.013074,True,0.014061,0.000987,1,1,1959817.268610,4215395.194296,3.077388
