source,target,pair_type,delay_factor,shortest_path_delay,target_delay,spare_path_found,spare_path_delay,delay_delta,spare_edges_count,normal_edges_count,shortest_path_dist,spare_path_dist,duration_s
10028,10010,city,1.250000,0.021892,0.027365,True,0.027372,0.000006,3.000000,2.000000,6563139.034043,8205826.707331,6.433558
10028,10010,city,1.500000,0.021892,0.032838,True,0.032976,0.000137,5.000000,3.000000,6563139.034043,9885846.474320,6.972590
10028,10010,city,2.000000,0.021892,0.043785,True,0.040662,-0.003122,4.000000,5.000000,6563139.034043,12190292.690538,6.512540
10064,10028,city,1.250000,0.042688,0.053360,True,0.052965,-0.000395,2.000000,7.000000,12797562.741282,15878552.552477,6.270671
10064,10028,city,1.500000,0.042688,0.064032,True,0.062944,-0.001088,3.000000,10.000000,12797562.741282,18870156.501202,6.258223
10064,10028,city,2.000000,0.042688,0.085376,True,0.077479,-0.007897,6.000000,11.000000,12797562.741282,23227667.811515,6.275428
10025,10035,city,1.250000,0.059507,0.074383,True,0.073700,-0.000683,6.000000,10.000000,17839631.662714,22094813.272350,3.605783
10025,10035,city,1.500000,0.059507,0.089260,True,0.092222,0.002962,8.000000,10.000000,17839631.662714,27647419.654139,3.484058
10025,10035,city,2.000000,0.059507,0.119013,True,0.092548,-0.026466,5.000000,15.000000,17839631.662714,27745100.105190,3.468483
10179,10001,city,1.250000,0.055905,0.069881,True,0.070332,0.000451,3.000000,14.000000,16759864.309253,21085091.582451,5.335941
10179,10001,city,1.500000,0.055905,0.083857,True,0.083924,0.000067,4.000000,17.000000,16759864.309253,25159768.735367,5.504245
10179,10001,city,2.000000,0.055905,0.111810,True,0.096840,-0.014970,8.000000,15.000000,16759864.309253,29031821.855635,5.284669
10883,10255,city,1.250000,0.051917,0.064897,True,0.058251,-0.006645,2.000000,8.000000,15564426.153154,17463315.217986,2.576361
10883,10255,city,1.500000,0.051917,0.077876,True,0.075505,-0.002371,3.000000,11.000000,15564426.153154,22635894.271206,2.619927
10883,10255,city,2.000000,0.051917,0.103835,True,0.097538,-0.006297,10.000000,9.000000,15564426.153154,29241011.641258,2.496422
10300,10065,city,1.250000,0.009417,0.011772,False,,,,,2823235.921230,,1.684763
10300,10065,city,1.500000,0.009417,0.014126,True,0.024544,0.010418,3.000000,3.000000,2823235.921230,7358045.951524,1.806008
10300,10065,city,2.000000,0.009417,0.018835,True,0.024544,0.005709,3.000000,3.000000,2823235.921230,7358045.951524,1.727663
